time,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l
40,20.46771602,-8.8082515,-7.77927172,-52.02215677,-3.03909412,-16.34908027,4.54602226,-0.18799591,1.69875384,-10.2008656,1.90219564,-13.82270396
40.005,20.61010756,-8.67597512,-8.03558661,-50.69424498,-2.98981292,-16.33007876,4.0147271,-0.31514181,1.80601931,-9.95091431,1.97580458,-13.7991049
40.01,20.73753357,-8.55324974,-8.27247783,-49.30811283,-2.96209194,-16.34870374,3.49844429,-0.43022228,1.89359864,-9.71272909,2.0491992,-13.76838541
40.015,20.84370349,-8.44425425,-8.48281337,-47.86780852,-2.95701172,-16.40575458,2.98766746,-0.52530918,1.97952606,-9.48408318,2.13660292,-13.72785435
40.02,20.93779369,-8.34768773,-8.66855706,-46.37590708,-2.96119181,-16.4957954,2.49220354,-0.60390102,2.04852055,-9.26845155,2.22581395,-13.67829213
40.025,21.01462193,-8.26380599,-8.82072414,-44.83332234,-2.97641409,-16.61833176,2.00454709,-0.66262046,2.11381715,-9.06183564,2.3299511,-13.61771078
40.03,21.08037873,-8.194941,-8.95124181,-43.23987346,-2.99117475,-16.76656199,1.53565675,-0.70450936,2.15943381,-8.86992175,2.436567,-13.54827699
40.035,21.13894953,-8.1409308,-9.05101684,-41.59877034,-3.00112303,-16.93564018,1.08657673,-0.72582148,2.1957621,-8.69120125,2.54742014,-13.47051816
40.04,21.18587245,-8.10296024,-9.12120861,-39.91009456,-3.00976459,-17.12109919,0.65309773,-0.72684436,2.22518228,-8.52376655,2.67098248,-13.38424219
40.045,21.21715024,-8.08066991,-9.16675132,-38.17237764,-3.00759765,-17.3273686,0.23540547,-0.7105323,2.24399865,-8.3727038,2.79638782,-13.28630368
40.05,21.24042748,-8.07648873,-9.18055771,-36.39035162,-2.99855485,-17.53969791,-0.16272836,-0.67245716,2.25755478,-8.23400826,2.93381267,-13.18147887
40.055,21.25374518,-8.08967835,-9.16472649,-34.56316255,-2.98339087,-17.75382314,-0.54115294,-0.61481415,2.26605154,-8.10950638,3.08222526,-13.06940758
40.06,21.26077487,-8.1267616,-9.12374232,-32.6950043,-2.9522951,-17.97012651,-0.89605351,-0.53371655,2.27129935,-7.99945028,3.23227075,-12.95326543
40.065,21.25459636,-8.18438622,-9.05927526,-30.78404417,-2.91851539,-18.18213873,-1.23294657,-0.43306118,2.27739644,-7.9020619,3.39410117,-12.83207183
40.07,21.23643833,-8.26345194,-8.96987851,-28.8348647,-2.88366699,-18.38702072,-1.55092699,-0.31287752,2.28556518,-7.81934051,3.56668333,-12.70473032
40.075,21.25898926,-8.36878134,-8.80713009,-26.86761989,-2.78824423,-18.52766515,-1.81175909,-0.15488256,2.26691963,-7.75473397,3.72570363,-12.63939208
40.08,21.16827555,-8.50045138,-8.73233299,-24.83824671,-2.81457631,-18.75866879,-2.12656926,-0.0077006,2.32204186,-7.69506242,3.93711705,-12.44892654
40.085,21.15660445,-8.65589037,-8.53149186,-22.81573944,-2.7416081,-18.87007145,-2.36138282,0.18830772,2.31806917,-7.65695418,4.12127584,-12.37489567
40.09,21.09372875,-8.86197823,-8.36674974,-20.76903831,-2.72841201,-19.0145131,-2.60820594,0.40968516,2.36938742,-7.62960002,4.33121575,-12.24338343
40.095,20.9770035,-9.06464211,-8.23578978,-18.69509304,-2.75973953,-19.21203005,-2.86971146,0.60674238,2.43958806,-7.60831904,4.57070158,-12.04194388
40.1,20.924607,-9.31740732,-7.99705175,-16.65583684,-2.75166773,-19.25032491,-3.07063234,0.87002982,2.4723646,-7.60902625,4.79788316,-11.97005712
40.105,20.84010431,-9.61935843,-7.79165348,-14.63290182,-2.76954285,-19.32601872,-3.2767078,1.15633527,2.56032956,-7.61695453,5.03726759,-11.84892102
40.11,20.71473453,-9.93703542,-7.62535696,-12.63062416,-2.81248008,-19.47102937,-3.49418947,1.43279001,2.67997845,-7.63406894,5.30071204,-11.65923594
40.115,20.63263033,-10.28032691,-7.375412,-10.69991493,-2.87011483,-19.45000234,-3.67753408,1.74531594,2.76306569,-7.67374679,5.57502927,-11.57761031
40.12,20.52270818,-10.67243803,-7.18793264,-8.83452754,-2.90037545,-19.52873941,-3.87043698,2.07205945,2.91811424,-7.7151671,5.84998608,-11.40908794
40.125,20.42922676,-11.07111933,-6.96847665,-7.05680935,-2.95162506,-19.52705563,-4.04975454,2.40207418,3.06321526,-7.77637638,6.14575158,-11.28148775
40.13,20.35047606,-11.47460365,-6.72952643,-5.38069724,-3.01024896,-19.45832103,-4.22126502,2.73275461,3.20014628,-7.85546105,6.45265552,-11.19799185
40.135,20.27329091,-11.8970927,-6.50735095,-3.8114053,-3.0386282,-19.40888753,-4.39439597,3.06610373,3.37327743,-7.9392097,6.7588078,-11.09180141
40.14,20.20130655,-12.32397711,-6.32890751,-2.3572644,-3.02824866,-19.39329773,-4.55568735,3.37931195,3.58676262,-8.03993876,7.0619635,-10.94036104
40.145,20.14461601,-12.71014581,-6.096024,-1.02690484,-3.06580272,-19.28357537,-4.72049632,3.6661177,3.75752411,-8.16277483,7.39469909,-10.87053138
40.15,20.09404483,-13.1053833,-5.92684007,0.17529738,-3.02086558,-19.23427543,-4.87503013,3.9328341,3.99675241,-8.28921022,7.69908818,-10.72617355
40.155,20.05412186,-13.44271247,-5.69722868,1.24461809,-3.02887238,-19.11426539,-5.03886785,4.16281569,4.17794457,-8.4433796,8.0334597,-10.67092434
40.16,20.02070167,-13.76277327,-5.49586793,2.18030884,-2.98523253,-19.02552204,-5.20018208,4.36253704,4.39649024,-8.60253991,8.34166498,-10.58335826
40.165,19.99647387,-14.04498903,-5.35280061,2.98381363,-2.90662175,-18.93511569,-5.34514243,4.50732728,4.65839734,-8.77855027,8.63544522,-10.44895032
40.17,19.9796521,-14.25988109,-5.12261712,3.64683226,-2.86976675,-18.82086396,-5.50984436,4.61875881,4.837214,-8.98204715,8.9467916,-10.41646593
40.175,19.96585991,-14.43468467,-4.98934211,4.18506898,-2.78308137,-18.69507754,-5.65691844,4.6633268,5.09080093,-9.18857578,9.22082734,-10.28876274
40.18,19.96380506,-14.55762996,-4.74217427,4.57949445,-2.719912,-18.60709042,-5.82830198,4.69695878,5.26792263,-9.41823758,9.4881903,-10.27077196
40.185,19.96707154,-14.63419737,-4.52859412,4.85127939,-2.65035063,-18.51607714,-5.9885138,4.67944831,5.46636921,-9.66416832,9.72562211,-10.21879496
40.19,19.97560548,-14.6497484,-4.37224554,4.99556836,-2.58112736,-18.38208643,-6.13555056,4.59370129,5.70186777,-9.93407074,9.93355746,-10.10918845
40.195,19.99850002,-14.60486855,-4.10108991,5.02012196,-2.53154012,-18.28900114,-6.30382515,4.49355331,5.83539158,-10.21376364,10.10308217,-10.10272748
40.2,20.0287059,-14.51223953,-3.91987538,4.91914957,-2.48828263,-18.15689956,-6.44770183,4.32818863,6.0344616,-10.52729658,10.26457556,-10.01164403
40.205,20.07656703,-14.38641394,-3.6103078,4.70520391,-2.48476246,-18.05860354,-6.61429101,4.17730405,6.13196943,-10.84780847,10.3343761,-10.00955969
40.21,20.12777496,-14.18074816,-3.40274137,4.39991092,-2.48312035,-17.91565418,-6.74611635,3.93511491,6.28146069,-11.21174892,10.42442805,-9.92840658
40.215,20.19431388,-13.96915706,-3.09937256,3.97997289,-2.51711741,-17.79502631,-6.89975488,3.72106604,6.36063845,-11.58563987,10.43294795,-9.90227955
40.22,20.27075372,-13.69948857,-2.80819815,3.48285796,-2.58164595,-17.65660673,-7.02844982,3.46032682,6.42906444,-12.00249139,10.39983776,-9.85932917
40.225,20.35731442,-13.40077203,-2.5140508,2.90488694,-2.68315094,-17.50310313,-7.14711327,3.18489091,6.48001822,-12.4503844,10.31798023,-9.79705284
40.23,20.45534501,-13.06910175,-2.2077745,2.25505973,-2.81841362,-17.33890108,-7.25219601,2.89377509,6.50214074,-12.93422532,10.18676093,-9.72030294
40.235,20.55602009,-12.72183819,-1.88107967,1.55047751,-2.98696094,-17.17066737,-7.34386298,2.59925331,6.49415041,-13.45680859,9.99478276,-9.63912225
40.24,20.6707167,-12.34620339,-1.54761106,0.7874225,-3.19293477,-16.99859555,-7.41826962,2.29619789,6.46122302,-14.01873565,9.74799677,-9.53918378
40.245,20.80618951,-11.94485825,-1.17835503,-0.01493265,-3.43544277,-16.8468789,-7.45198525,1.98634754,6.38150982,-14.64244209,9.4824659,-9.39674083
40.25,20.93334596,-11.54299173,-0.79520711,-0.84530635,-3.70818469,-16.69842768,-7.47670534,1.68607562,6.27360868,-15.3014404,9.11694586,-9.25761141
40.255,21.03530163,-11.15097306,-0.4288021,-1.69441386,-3.99523015,-16.52587238,-7.4992127,1.39630012,6.16260808,-15.99978437,8.64231384,-9.11322601
40.26,21.14865768,-10.73084033,-0.04352249,-2.55688141,-4.30189857,-16.37460645,-7.47808914,1.09452173,6.00990753,-16.76378213,8.12475365,-8.9516911
40.265,21.32467964,-10.30228151,0.49465289,-3.43378584,-4.67486778,-16.38651356,-7.378343,0.82787222,5.74267733,-17.60767512,7.63313396,-8.70946869
40.27,21.38426279,-9.89970484,0.83215224,-4.29325767,-4.97192418,-16.2241287,-7.32013583,0.5331882,5.58972938,-18.48194655,6.93494109,-8.50697075
40.275,21.50604267,-9.43701191,1.32680739,-5.14241681,-5.31770016,-16.19930609,-7.17012719,0.23106826,5.27636564,-19.45168044,6.27614624,-8.2967275
40.28,21.58959715,-9.01102749,1.79143944,-5.98122461,-5.64693775,-16.19252289,-7.00690401,-0.05273272,4.98923929,-20.46526618,5.48517086,-8.02110946
40.285,21.65222696,-8.57955696,2.25924101,-6.80401887,-5.95089175,-16.21005786,-6.81081843,-0.34266736,4.6836534,-21.54335304,4.62345728,-7.72948823
40.29,21.68981125,-8.1481228,2.70673208,-7.60754942,-6.22207809,-16.25219952,-6.57975059,-0.64181733,4.34691245,-22.68924202,3.68279358,-7.42133316
40.295,21.69960035,-7.71681122,3.14683909,-8.3842836,-6.45396535,-16.32086011,-6.31139695,-0.95187091,3.99154815,-23.90425339,2.66905311,-7.09753429
40.3,21.68446162,-7.28017106,3.58386455,-9.13383814,-6.64381746,-16.4253718,-6.00359098,-1.27790095,3.61800852,-25.18438813,1.57593204,-6.75613233
40.305,21.6485869,-6.84369999,4.05959755,-9.84630708,-6.79441708,-16.61880061,-5.64617524,-1.60911146,3.2442367,-26.53016257,0.41756341,-6.39153682
40.31,21.57463839,-6.39708854,4.43402909,-10.55142682,-6.8829306,-16.75592158,-5.26903558,-1.98151431,2.84190456,-27.93151552,-0.81659298,-6.04617167
40.315,21.4933123,-5.95263009,4.87391432,-11.22356905,-6.93499913,-17.05153981,-4.83341055,-2.35338914,2.44193367,-29.39254729,-2.10699737,-5.68676567
40.32,21.35226394,-5.49761488,5.20013197,-11.86875379,-6.90149516,-17.20901413,-4.38604491,-2.77685184,2.05210645,-30.90511407,-3.46432414,-5.34663762
40.325,21.19712346,-5.03878531,5.53597937,-12.48945728,-6.81973949,-17.45343324,-3.893392,-3.2165015,1.65663852,-32.46395603,-4.86658855,-5.02450321
40.33,21.01616664,-4.57738415,5.84998933,-13.08384773,-6.68523539,-17.73729895,-3.36437003,-3.67885171,1.2789705,-34.06318359,-6.30361582,-4.72515192
40.335,20.81241249,-4.10992678,6.15241822,-13.64619941,-6.50402341,-18.07534993,-2.79402791,-4.1648892,0.92884589,-35.69947154,-7.75955212,-4.47184522
40.34,20.57798393,-3.64830957,6.37982673,-14.19797495,-6.26303963,-18.375447,-2.20816686,-4.67457057,0.57943049,-37.35597369,-9.22949686,-4.22837607
40.345,20.32323515,-3.17753348,6.5917232,-14.71525136,-5.98276341,-18.71095916,-1.58477864,-5.20776423,0.26719063,-39.0328107,-10.68947672,-4.05460628
40.35,20.04363143,-2.71537003,6.76349294,-15.20939977,-5.65534597,-19.05101015,-0.93744902,-5.751982,-0.01515763,-40.71836373,-12.12602135,-3.91994138
40.355,19.74122686,-2.25753082,6.8983323,-15.67462619,-5.29064241,-19.38863956,-0.26719927,-6.30714891,-0.26450391,-42.40170863,-13.52071135,-3.83586731
40.36,19.4176423,-1.8095473,6.9971901,-16.11164899,-4.89160364,-19.72721228,0.42502856,-6.86469268,-0.47496982,-44.07758418,-14.85574051,-3.80733778
40.365,19.07599342,-1.37411883,7.05623935,-16.51966216,-4.47083211,-20.06269333,1.13884882,-7.4194642,-0.64493908,-45.73746562,-16.11448523,-3.84415886
40.37,18.72518791,-0.96253274,7.04951952,-16.90407983,-4.0325643,-20.42654562,1.88427202,-7.95951261,-0.75433601,-47.3767865,-17.27435602,-3.98800433
40.375,18.33918606,-0.56656396,7.06523016,-17.2474521,-3.57011522,-20.7017435,2.61553737,-8.48086063,-0.86553466,-48.96949508,-18.34558274,-4.06975019
40.38,17.95170075,-0.20825025,6.99668204,-17.56120265,-3.09661098,-21.00752024,3.39093599,-8.97091795,-0.89128356,-50.53356368,-19.28542055,-4.30120696
40.385,17.53336653,0.13826447,6.96065387,-17.83884455,-2.61942458,-21.2408152,4.14126908,-9.43936047,-0.94387454,-52.03489785,-20.11771356,-4.46443365
40.39,17.1212105,0.43594819,6.82539191,-18.08897998,-2.14432772,-21.47742534,4.93491966,-9.85950845,-0.91133018,-53.49522098,-20.80176169,-4.7661915
40.395,16.68185425,0.70862989,6.73136598,-18.3039414,-1.66828587,-21.67676661,5.7040469,-10.24176907,-0.90407436,-54.88046873,-21.36423556,-5.0128202
40.4,16.23739369,0.93699124,6.59204723,-18.47992664,-1.2044675,-21.85166528,6.49116048,-10.57083728,-0.85259708,-56.20344483,-21.78128834,-5.32066579
40.405,15.78471803,1.1270348,6.44206934,-18.61824294,-0.75765139,-21.99077421,7.28110416,-10.84682977,-0.78557373,-57.45307866,-22.06362766,-5.64801366
40.41,15.32664911,1.27199132,6.27523355,-18.72187115,-0.32655353,-22.09827707,8.07262196,-11.06601727,-0.7093071,-58.62378247,-22.21084264,-5.9875278
40.415,14.85376765,1.38076417,6.11862943,-18.77426873,0.08676511,-22.18050131,8.85550032,-11.23183317,-0.63340682,-59.70817964,-22.21901382,-6.33311932
40.42,14.38700336,1.43975802,5.93518262,-18.81093126,0.46816671,-22.22401614,9.63557342,-11.33767645,-0.56598369,-60.70774947,-22.11131036,-6.67616176
40.425,13.92791401,1.45254695,5.72307218,-18.81261826,0.84784496,-22.20318936,10.42562758,-11.38429301,-0.48589775,-61.61658745,-21.92415284,-7.00057767
40.43,13.43461679,1.43825746,5.5900441,-18.76967023,1.15478871,-22.23066819,11.15524948,-11.38597904,-0.47727764,-62.42145158,-21.55513675,-7.32800768
40.435,12.95792382,1.38855575,5.41006945,-18.70213612,1.45942102,-22.18746734,11.90052982,-11.34345059,-0.45313987,-63.13757394,-21.12668219,-7.64221726
40.44,12.47666702,1.29875325,5.24911887,-18.60211138,1.73269619,-22.13227152,12.62289021,-11.25066922,-0.46120455,-63.7505612,-20.60828131,-7.93266049
40.445,12.00596044,1.16752096,5.0460991,-18.46569521,2.04380971,-21.98080397,13.34554282,-11.11208341,-0.47728912,-64.25904055,-20.02909596,-8.17315684
40.45,11.51405704,1.03093419,4.93844514,-18.3136653,2.21272772,-21.93477167,14.01023584,-10.95073855,-0.5539483,-64.67069811,-19.36604046,-8.44504292
40.455,11.04167923,0.83344257,4.76778988,-18.13419045,2.4871869,-21.72241919,14.67508876,-10.73233559,-0.64365622,-64.9706292,-18.64436289,-8.60047273
40.46,10.55206027,0.63408643,4.6505408,-17.92149747,2.64743284,-21.59409465,15.2915586,-10.5071228,-0.79180059,-65.1632498,-17.88017088,-8.7902575
40.465,10.06765097,0.40984416,4.54443169,-17.69239595,2.7986538,-21.43311468,15.88539287,-10.25401507,-0.96464229,-65.25582904,-17.08748831,-8.92819855
40.47,9.58394646,0.16319382,4.45614596,-17.45062184,2.95216433,-21.22250779,16.44910278,-9.97388594,-1.16148826,-65.24755611,-16.27692719,-9.00912406
40.475,9.09947517,-0.09330347,4.3768573,-17.18649631,3.06006219,-21.03777725,16.97704897,-9.69152908,-1.40832598,-65.13220366,-15.46013761,-9.07978405
40.48,8.61740061,-0.35741933,4.3477179,-16.90511233,3.1384538,-20.85272219,17.47956622,-9.39431103,-1.67252441,-64.92187388,-14.64020252,-9.12663986
40.485,8.13418179,-0.64234707,4.30881646,-16.62104467,3.23411051,-20.62046354,17.93560055,-9.08934081,-1.98404505,-64.60457423,-13.8367428,-9.09068811
40.49,7.65262938,-0.9262641,4.28489666,-16.32314085,3.30379263,-20.39217392,18.36500102,-8.78647849,-2.31155239,-64.19891968,-13.06398137,-9.04503122
40.495,7.15683765,-1.2186252,4.27665182,-16.02129919,3.39775101,-20.09458467,18.74057533,-8.48254384,-2.66651128,-63.6943784,-12.33394816,-8.92101156
40.5,6.67783552,-1.50917137,4.30389197,-15.70830357,3.44706366,-19.86118241,19.10501041,-8.17867054,-3.03348732,-63.1058597,-11.62826875,-8.81107738
40.505,6.19775882,-1.79681031,4.34112727,-15.39696694,3.49614276,-19.6088976,19.42631363,-7.88768172,-3.42825067,-62.42619444,-10.96282287,-8.65900645
40.51,5.71962076,-2.07776941,4.38722746,-15.08388074,3.53517482,-19.35099661,19.71847257,-7.60837737,-3.83209507,-61.66851376,-10.34425836,-8.48740542
40.515,5.22260742,-2.34471301,4.44119989,-14.7680653,3.58909223,-19.04225305,19.95624267,-7.35229605,-4.25134221,-60.82843389,-9.78948322,-8.28542616
40.52,4.77221844,-2.61333058,4.49973892,-14.45801568,3.60935576,-18.82966596,20.21122152,-7.09120014,-4.66328572,-59.91617181,-9.25616884,-8.08515803
40.525,4.30009099,-2.86881583,4.60101535,-14.14635338,3.65086687,-18.5601354,20.408426,-6.84983717,-5.08815986,-58.92915809,-8.77790854,-7.84084199
40.53,3.82356584,-3.10660554,4.71376304,-13.82871969,3.69244623,-18.2797197,20.58167536,-6.62170186,-5.48866044,-57.87836039,-8.35506392,-7.59809963
40.535,3.35815686,-3.33195533,4.81726037,-13.52080113,3.73278794,-18.00785648,20.73116909,-6.41303877,-5.89330815,-56.76034141,-7.96763245,-7.34952483
40.54,2.90517491,-3.54178248,4.91913413,-13.21972403,3.77648765,-17.75340982,20.86439254,-6.222406,-6.2921961,-55.58154506,-7.61830179,-7.0959437
40.545,2.45388574,-3.7351065,5.03418745,-12.91998231,3.82366407,-17.49255571,20.97424734,-6.04737772,-6.67468086,-54.34414065,-7.30237621,-6.84001784
40.55,1.98115841,-3.89738898,5.14927686,-12.61610963,3.88114089,-17.19330032,21.0452797,-5.89948439,-7.02721317,-53.0538234,-7.03028051,-6.60882617
40.555,1.5767595,-4.06399906,5.26092448,-12.32795981,3.92678763,-16.98675272,21.15473152,-5.74585993,-7.36954268,-51.70931996,-6.76014077,-6.34812836
40.56,1.15127592,-4.19650992,5.38781207,-12.03691021,3.9838637,-16.74529123,21.22395703,-5.62450839,-7.68781465,-50.31650409,-6.51845888,-6.10885815
40.565,0.73197584,-4.31312103,5.50984141,-11.74965024,4.05117636,-16.50881493,21.2796458,-5.51392169,-7.97704934,-48.87474136,-6.29620958,-5.88146021
40.57,0.33276825,-4.41165879,5.61843097,-11.46971191,4.1203874,-16.2930672,21.33330451,-5.42109502,-8.25033644,-47.3869198,-6.0821948,-5.66459501
40.575,-0.05987007,-4.48856449,5.73177093,-11.18903156,4.19743726,-16.08281359,21.37767501,-5.3430568,-8.48911582,-45.85631632,-5.87763575,-5.46480947
40.58,-0.43665215,-4.54550263,5.83583545,-10.91407503,4.27576195,-15.88764677,21.41883231,-5.28075099,-8.69968739,-44.28377151,-5.67585314,-5.28237249
40.585,-0.80315111,-4.58404811,5.93989476,-10.64228429,4.36404139,-15.70473288,21.45238275,-5.23248468,-8.88421669,-42.66950125,-5.47507474,-5.11618758
40.59,-1.15666777,-4.60441835,6.03892795,-10.37510607,4.45765213,-15.53608298,21.4810415,-5.19793491,-9.04219843,-41.01519335,-5.27176343,-4.96897427
40.595,-1.49412329,-4.60338784,6.1315951,-10.11135342,4.55663816,-15.38719747,21.5086921,-5.17955589,-9.17020355,-39.32283309,-5.06446728,-4.8431519
40.6,-1.81852036,-4.583378,6.21865618,-9.85264383,4.66522886,-15.25712595,21.53120754,-5.17718719,-9.27656829,-37.59328471,-4.85176769,-4.7370711
40.605,-2.13045506,-4.54645552,6.30460907,-9.59936513,4.77849812,-15.14047227,21.54726418,-5.18824116,-9.35801649,-35.82741107,-4.62959422,-4.65119086
40.61,-2.42877336,-4.48858342,6.38481066,-9.35169638,4.9001117,-15.04435202,21.55990131,-5.21585432,-9.41357626,-34.02780496,-4.40209839,-4.58860004
40.615,-2.71639977,-4.41328558,6.46644203,-9.11109229,5.03134082,-14.9643269,21.56436039,-5.25721231,-9.44434524,-32.19497469,-4.17011274,-4.54529398
40.62,-2.96937055,-4.30338257,6.51040132,-8.87292937,5.12736369,-14.91064632,21.60121413,-5.31292034,-9.40059426,-30.34197362,-3.90397967,-4.55834004
40.625,-3.23673163,-4.19275045,6.61321366,-8.65142229,5.29391252,-14.86260199,21.57930173,-5.39250905,-9.4088642,-28.44602743,-3.6566806,-4.55682503
40.63,-3.50710016,-4.06220761,6.69530704,-8.43386648,5.47570403,-14.83506094,21.53852523,-5.49094217,-9.40471813,-26.52018345,-3.44654952,-4.55522074
40.635,-3.74111007,-3.89869379,6.76500661,-8.22833592,5.63548126,-14.82652799,21.52997813,-5.60104469,-9.31162338,-24.58731145,-3.18617536,-4.60901904
40.64,-3.98264057,-3.7170599,6.86061578,-8.03904055,5.83371085,-14.82614938,21.481411,-5.74466674,-9.24976811,-22.62961326,-2.96372583,-4.67184997
40.645,-4.21571915,-3.51550384,6.94476471,-7.85929707,6.03629861,-14.84133526,21.42843608,-5.90413495,-9.15645908,-20.66133963,-2.74808453,-4.74618328
40.65,-4.44159433,-3.28873326,7.03749394,-7.69560713,6.256726,-14.86668212,21.36624578,-6.08916156,-9.0411933,-18.69162368,-2.54435035,-4.83867288
40.655,-4.66558639,-3.0405276,7.13391124,-7.54579102,6.491739,-14.89952807,21.29006455,-6.29953203,-8.91407292,-16.72561617,-2.35922808,-4.94776846
40.66,-4.88849715,-2.76884798,7.23725407,-7.41336789,6.74449882,-14.93895184,21.20101047,-6.53693518,-8.77237891,-14.77646856,-2.19161265,-5.07386741
40.665,-5.11156285,-2.47163804,7.34822043,-7.29968759,7.01505166,-14.98240514,21.10109661,-6.80394396,-8.61466058,-12.85811998,-2.04293513,-5.21766164
40.67,-5.34718987,-2.15322488,7.4539387,-7.19454343,7.28627968,-15.02179638,20.98284533,-7.0997023,-8.45285626,-10.98203297,-1.91215611,-5.41800082
40.675,-5.57460376,-1.81073128,7.57791683,-7.12080996,7.58642971,-15.06572031,20.86616487,-7.42072762,-8.25312616,-9.1643512,-1.80276672,-5.61392306
40.68,-5.79043695,-1.45113462,7.72426457,-7.08081442,7.93397431,-15.12332863,20.75597371,-7.76397172,-8.041799,-7.41807148,-1.71553857,-5.75976415
40.685,-6.02586379,-1.06901975,7.84660855,-7.04461019,8.2420437,-15.14199082,20.63479781,-8.13542859,-7.80226509,-5.75233022,-1.62999072,-6.04207306
40.69,-6.25305165,-0.68481674,7.98626224,-7.04470893,8.60100511,-15.17570066,20.51975908,-8.51450428,-7.55596939,-4.17450449,-1.57847161,-6.2746248
40.695,-6.48025527,-0.29987113,8.12866374,-7.07323349,8.9716017,-15.19848732,20.40705924,-8.9011933,-7.29874939,-2.6945688,-1.5405401,-6.51609806
40.7,-6.71071389,0.08085324,8.2719852,-7.12783159,9.3539978,-15.20923358,20.29641254,-9.29026166,-7.03213033,-1.31937051,-1.521341,-6.76889793
40.705,-6.94375584,0.44891014,8.4193616,-7.21075758,9.74919701,-15.20703881,20.18715968,-9.67039749,-6.75686322,-0.05056135,-1.52416966,-7.03080427
40.71,-7.1810056,0.78479339,8.56901573,-7.32342051,10.16186396,-15.17224232,20.07720891,-10.02123393,-6.44101877,1.10883698,-1.57970014,-7.36649068
40.715,-7.41552528,1.11812814,8.70453895,-7.46823799,10.56439196,-15.15216461,19.97624578,-10.37808858,-6.19137094,2.14186342,-1.60218974,-7.5825142
40.72,-7.65681097,1.41382626,8.84556077,-7.64150028,10.97204263,-15.09967538,19.87172103,-10.69963171,-5.91475667,3.05945283,-1.66726435,-7.84884787
40.725,-7.89948469,1.67315337,8.97790958,-7.84676267,11.38021078,-15.02884947,19.76996833,-10.98704748,-5.6424439,3.85492292,-1.75999312,-8.11269441
40.73,-8.14285944,1.88970709,9.1004183,-8.08540222,11.78233891,-14.93593998,19.66973335,-11.23164003,-5.37557711,4.52948957,-1.87903619,-8.37021148
40.735,-8.38516489,2.06867419,9.21655489,-8.35663687,12.17077311,-14.83332276,19.573654,-11.43849602,-5.12562245,5.07982744,-2.01711552,-8.59462369
40.74,-8.63568152,2.17094825,9.28466116,-8.66254101,12.58479367,-14.67504223,19.47017905,-11.56274822,-4.86953988,5.51391268,-2.21899484,-8.86351648
40.745,-8.86609109,2.27525265,9.39963723,-9.00214722,12.9008009,-14.5519577,19.39217418,-11.69456212,-4.65169111,5.8118961,-2.38192784,-8.99802007
40.75,-9.10676435,2.30487768,9.46875861,-9.37535395,13.2324207,-14.38093797,19.3009138,-11.74484392,-4.44940803,6.0033697,-2.61056085,-9.16667623
40.755,-9.33658803,2.28389189,9.51861454,-9.78327136,13.52875366,-14.20132293,19.22219477,-11.73783379,-4.26032142,6.07788884,-2.86240265,-9.28304986
40.76,-9.55568856,2.21482139,9.55011321,-10.22681494,13.77971808,-14.01025478,19.1570545,-11.67370184,-4.091174,6.03773861,-3.13868969,-9.35593225
40.765,-9.76219851,2.09635457,9.55780589,-10.70642335,13.98063905,-13.80771874,19.105252,-11.55409839,-3.93925276,5.88566686,-3.43716392,-9.38540475
40.77,-9.94605096,1.93933555,9.54964683,-11.22535501,14.11923532,-13.61618385,19.07334415,-11.38789407,-3.7930221,5.63224094,-3.75470443,-9.35911919
40.775,-10.1173519,1.74724589,9.52511542,-11.77489899,14.19786981,-13.41120141,19.06405029,-11.17475552,-3.6656622,5.26727735,-4.0958565,-9.29657876
40.78,-10.27746234,1.50461595,9.44886924,-12.39227178,14.25157858,-13.13548043,19.03851279,-10.90863839,-3.58156962,4.82529864,-4.44471846,-9.22212908
40.785,-10.40953365,1.23793737,9.36847264,-13.03336059,14.22306113,-12.88608022,19.05259731,-10.60484111,-3.48726062,4.28693243,-4.82100906,-9.08309001
40.79,-10.51427291,0.93885523,9.26056628,-13.72237112,14.12755294,-12.62620177,19.08340177,-10.26133018,-3.40626517,3.67010171,-5.20754154,-8.90789183
40.795,-10.59653804,0.61150739,9.1200264,-14.45680025,13.97411811,-12.33534326,19.12881836,-9.87856561,-3.34514083,2.98239732,-5.60118066,-8.69783735
40.8,-10.64698206,0.26230524,8.95088014,-15.24221584,13.75061583,-12.02659499,19.19049018,-9.46724992,-3.29207711,2.2323504,-5.99012271,-8.45546613
40.805,-10.66478185,-0.10644984,8.74981709,-16.07777663,13.45738141,-11.69321001,19.26877188,-9.02877317,-3.24838145,1.42604903,-6.36926036,-8.18320183
40.81,-10.64596078,-0.48816897,8.51979607,-16.96483857,13.08587013,-11.33855894,19.3638033,-8.56971252,-3.20978917,0.57467406,-6.73076825,-7.8868669
40.815,-10.59527196,-0.88365715,8.24082385,-17.9036109,12.67537476,-10.91206392,19.47346554,-8.09340862,-3.1836306,-0.32673966,-7.05297235,-7.56338995
40.82,-10.49009121,-1.27663816,7.98344521,-18.90295103,12.1054249,-10.5580505,19.59069414,-7.61374326,-3.13195744,-1.22881778,-7.36321927,-7.24974964
