time,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l
50.525,-6.74680973,0.16437458,2.56038978,-8.30651144,7.36993604,-17.82495844,19.76873913,-9.79202786,-7.25795097,5.70199128,-5.12303674,-12.23736628
50.53,-6.98710764,0.26602966,2.61506261,-8.54259428,7.75976192,-17.63412284,19.78614054,-9.90469114,-7.09121396,6.23102417,-5.39717938,-12.48751467
50.535,-7.22998342,0.33579252,2.69360035,-8.79168121,8.09542369,-17.44592578,19.80863974,-9.99197737,-6.9547409,6.63425192,-5.68099301,-12.70140264
50.54,-7.46982338,0.32743624,2.74837802,-9.07583546,8.44181808,-17.22831193,19.83727645,-10.00089374,-6.8116376,6.91014964,-6.02675365,-12.95184361
50.545,-7.70567689,0.26823434,2.78842421,-9.38347066,8.74545738,-17.0096449,19.87668115,-9.95758108,-6.68157562,7.05987757,-6.38217642,-13.18360884
50.55,-7.93481461,0.15712011,2.82511691,-9.71912023,9.0046129,-16.78955036,19.92539279,-9.86312901,-6.56193982,7.08748229,-6.76045138,-13.39773613
50.555,-8.15730374,-0.00301031,2.8566775,-10.0762983,9.21108992,-16.5746186,19.99244959,-9.71712347,-6.45198236,6.98527384,-7.15867152,-13.58712055
50.56,-8.36678377,-0.21784186,2.8586429,-10.48802179,9.37278238,-16.32449948,20.05623408,-9.51967843,-6.33656549,6.7773011,-7.55833706,-13.79862084
50.565,-8.56488044,-0.47145919,2.85893384,-10.92251566,9.47288331,-16.08954925,20.14358733,-9.2788007,-6.23434301,6.44601921,-7.97577837,-13.97243391
50.57,-8.74440504,-0.76509205,2.84812167,-11.39644696,9.50784075,-15.86199418,20.24941842,-8.99375222,-6.13650637,6.00083808,-8.40142052,-14.12140303
50.575,-8.90770032,-1.09926417,2.81656672,-11.91360751,9.49106757,-15.62174061,20.36571248,-8.66602204,-6.04124641,5.45588217,-8.83635781,-14.26936646
50.58,-9.04834097,-1.4628138,2.76531794,-12.47315726,9.40037446,-15.3909315,20.50305727,-8.30266012,-5.94397879,4.80906695,-9.2658472,-14.38922864
50.585,-9.18250509,-1.85847799,2.66960366,-13.08639302,9.31724748,-15.08111374,20.6367365,-7.90328663,-5.83126043,4.0756583,-9.72575366,-14.57121093
50.59,-9.26083154,-2.27158907,2.59348106,-13.7364616,9.0302528,-14.90638879,20.82212964,-7.47840035,-5.73950389,3.25140512,-10.10170007,-14.60327654
50.595,-9.32942937,-2.71904028,2.45321393,-14.45035923,8.79312199,-14.60862794,20.99775502,-7.014918,-5.62562853,2.36002132,-10.5295082,-14.74439395
50.6,-9.35169175,-3.16359263,2.33088348,-15.20705398,8.36036547,-14.43348997,21.2086404,-6.54647292,-5.52699617,1.39444717,-10.84674001,-14.75242912
50.605,-9.34415064,-3.62511039,2.1710121,-16.02495771,7.89512711,-14.22189755,21.4259367,-6.05512495,-5.41731165,0.37483413,-11.15173156,-14.7827491
50.61,-9.30427699,-4.09270819,1.98377703,-16.89936546,7.36177961,-13.99931281,21.65108376,-5.55026644,-5.29672859,-0.6888536,-11.41307875,-14.81004437
50.615,-9.22753071,-4.55540111,1.76972755,-17.8350421,6.75061025,-13.77472155,21.88303136,-5.04339223,-5.16573481,-1.79081331,-11.61893351,-14.82697499
50.62,-9.11410583,-5.01699952,1.53875895,-18.82844737,6.05958887,-13.55460796,22.11662882,-4.53199266,-5.02701466,-2.91665265,-11.75993758,-14.82904738
50.625,-8.95967466,-5.47510738,1.28057552,-19.88100551,5.29674505,-13.33765248,22.35420545,-4.01658308,-4.8783753,-4.06056297,-11.83829651,-14.82286643
50.63,-8.76598826,-5.92293307,1.0094556,-20.99717895,4.45077997,-13.12577896,22.58069686,-3.50950172,-4.72034689,-5.20478032,-11.8389836,-14.80502283
50.635,-8.52969937,-6.36519676,0.71441194,-22.17075003,3.53665276,-12.92372279,22.80379482,-3.00312337,-4.55400701,-6.34804559,-11.76953875,-14.77726691
50.64,-8.2601944,-6.80010449,0.43143722,-23.4026647,2.54351264,-12.7179397,22.99787692,-2.50557574,-4.36995435,-7.46914026,-11.61795026,-14.74620247
50.645,-7.94361327,-7.22299209,0.10371109,-24.68664528,1.50047041,-12.54270179,23.19625778,-2.01530363,-4.19574674,-8.58674399,-11.40315918,-14.70295583
50.65,-7.58844547,-7.64370354,-0.21415912,-26.02909878,0.39029679,-12.37005779,23.36007766,-1.53333,-4.00377369,-9.66187769,-11.10880389,-14.66210335
50.655,-7.19585893,-8.05511967,-0.53506198,-27.42324798,-0.76803735,-12.20908301,23.49555296,-1.0637465,-3.81128265,-10.69802508,-10.74781799,-14.62428746
50.66,-6.76566425,-8.46996853,-0.85416809,-28.86447002,-1.96472214,-12.0668171,23.60011852,-0.60172379,-3.61313575,-11.6935383,-10.32633436,-14.58909269
50.665,-6.26198082,-8.82738294,-1.17451855,-30.34620005,-3.23993117,-11.98237131,23.72415874,-0.19516016,-3.40424712,-12.66480512,-9.82089647,-14.52021048
50.67,-5.78585126,-9.27733037,-1.47197615,-31.870517,-4.44478572,-11.85114942,23.72170578,0.275621,-3.22637835,-13.53590134,-9.31078137,-14.53466222
50.675,-5.25804648,-9.69776722,-1.76111987,-33.42540664,-5.68442095,-11.76109427,23.7113774,0.71315803,-3.03947231,-14.36499751,-8.74791038,-14.54266993
50.68,-4.69262288,-10.12107443,-2.0296679,-35.00840747,-6.91426369,-11.70663118,23.66693071,1.13784702,-2.85331838,-15.13523591,-8.14943993,-14.56001678
50.685,-4.08874009,-10.53494109,-2.28221893,-36.60832601,-8.134833,-11.69652525,23.59885736,1.53906467,-2.69048007,-15.85564307,-7.51822104,-14.58713045
50.69,-3.46309737,-10.96549371,-2.49340531,-38.22633831,-9.29577015,-11.70013641,23.47449976,1.94325383,-2.51879401,-16.4959243,-6.87566266,-14.6411554
50.695,-2.80585678,-11.38885593,-2.67929847,-39.84779513,-10.41545992,-11.74721805,23.32190128,2.32400821,-2.37449573,-17.08380767,-6.22031691,-14.71280325
50.7,-2.12731164,-11.82019036,-2.82593207,-41.4677694,-11.45958875,-11.82173118,23.12250705,2.70115131,-2.22946402,-17.59817103,-5.56530166,-14.80654671
50.705,-1.42556029,-12.24832726,-2.93344958,-43.07817698,-12.42575057,-11.93356985,22.88490654,3.06369837,-2.09516692,-18.04720176,-4.91703048,-14.91991248
50.71,-0.69416935,-12.66054462,-3.00799124,-44.67153907,-13.31843929,-12.10075803,22.62644659,3.39643273,-2.00578838,-18.4486332,-4.28156046,-15.04985909
50.715,0.05109574,-13.06429225,-3.03729676,-46.23938076,-14.10477002,-12.29401055,22.32253671,3.71578327,-1.91170458,-18.77722616,-3.66656619,-15.19783302
50.72,0.81975345,-13.45259654,-3.0245823,-47.7732194,-14.79980022,-12.53626004,21.99373045,4.01111734,-1.85209171,-19.05424564,-3.07698972,-15.36263041
50.725,1.59850207,-13.81737137,-2.97199004,-49.2645442,-15.37877782,-12.80563065,21.62594441,4.28462776,-1.7927339,-19.26375923,-2.51988306,-15.54082279
50.73,2.40332282,-14.15531243,-2.87085138,-50.71222428,-15.86156135,-13.12416794,21.24064897,4.52491261,-1.77622669,-19.42824325,-2.00441344,-15.73095546
50.735,3.21134625,-14.46184437,-2.74264176,-52.10123089,-16.22557604,-13.46298177,20.82167049,4.74195186,-1.76208144,-19.5315193,-1.5227275,-15.93198838
50.74,4.0274309,-14.74185224,-2.5861142,-53.42779584,-16.48042547,-13.83604912,20.37713033,4.9378251,-1.76083361,-19.58345822,-1.0859352,-16.13667637
50.745,4.859173,-14.97543047,-2.38942121,-54.68733546,-16.63410697,-14.23701315,19.91560429,5.09394703,-1.78915962,-19.58809221,-0.69482595,-16.34913481
50.75,5.69020455,-15.16796411,-2.17728477,-55.86930125,-16.67682746,-14.65873409,19.43020698,5.22297601,-1.8200023,-19.54053149,-0.33908424,-16.56313062
50.755,6.53415255,-15.31516413,-1.93704093,-56.97627301,-16.63314197,-15.09594384,18.93866139,5.31312297,-1.89071275,-19.46391289,-0.04801071,-16.77203651
50.76,7.3692427,-15.42073165,-1.69893464,-57.99209802,-16.48508258,-15.54882623,18.42506171,5.379409,-1.94990383,-19.33474591,0.21285497,-16.97632916
50.765,8.19614751,-15.47483807,-1.46227234,-58.91677601,-16.24716014,-16.002335,17.89915368,5.40984133,-2.0164709,-19.17320084,0.4305641,-17.17179871
50.77,9.04596398,-15.48050335,-1.18657441,-59.75402681,-15.96005967,-16.45474277,17.37838223,5.40287869,-2.14717249,-18.9735968,0.58752517,-17.36202147
50.775,9.86577352,-15.44383395,-0.95318917,-60.48632286,-15.58003629,-16.90537217,16.8408386,5.37212204,-2.24294682,-18.74242871,0.72211832,-17.53732466
50.78,10.67716025,-15.36429798,-0.73058997,-61.11991513,-15.14134318,-17.34569905,16.30191493,5.31216759,-2.35275212,-18.48700424,0.81785388,-17.69992269
50.785,11.47391187,-15.24363111,-0.5285035,-61.64903843,-14.65199855,-17.76914683,15.76047313,5.22466621,-2.46706578,-18.20555465,0.88042535,-17.84752275
50.79,12.26727154,-15.08740664,-0.33103778,-62.07971725,-14.12740599,-18.16929505,15.22610858,5.11531847,-2.60231439,-17.90499314,0.90871099,-17.98265372
50.795,13.01890627,-14.88992447,-0.19494327,-62.3910988,-13.5589045,-18.54888313,14.67974704,4.97612897,-2.70758619,-17.57607649,0.9176158,-18.09917494
50.8,13.74712005,-14.66467876,-0.0868484,-62.60219005,-12.97152317,-18.90623343,14.13525435,4.82119022,-2.79936056,-17.23845065,0.90078777,-18.19316385
50.805,14.45259832,-14.41021361,-0.010851,-62.70166764,-12.37084414,-19.23651365,13.59228952,4.64464168,-2.90482169,-16.87637051,0.86383945,-18.2763003
50.81,15.14471552,-14.13527344,0.03778307,-62.68834805,-11.78331511,-19.50282393,13.05728886,4.44772736,-3.03455153,-16.49134329,0.81104515,-18.35814843
50.815,15.79919446,-13.83998745,0.04163329,-62.57838393,-11.18915533,-19.76053018,12.52262669,4.2412846,-3.1204278,-16.10489169,0.74134906,-18.41253136
50.82,16.421751,-13.5273389,0.00581049,-62.35502166,-10.61296472,-19.97797871,11.99130767,4.02013552,-3.20181373,-15.70366712,0.66174379,-18.45769972
50.825,17.00946642,-13.20017929,-0.07310426,-62.02677033,-10.05620676,-20.14421977,11.46215882,3.7819572,-3.28904152,-15.29590834,0.58001915,-18.50034312
50.83,17.56278773,-12.86425524,-0.19362319,-61.60201343,-9.52814135,-20.29331664,10.93604704,3.53772463,-3.33986226,-14.88068992,0.48429342,-18.52266771
50.835,18.07414098,-12.52000259,-0.35672718,-61.07332085,-9.03255216,-20.40363666,10.41029033,3.28194688,-3.38168724,-14.46289469,0.38999123,-18.54124607
50.84,18.5465475,-12.17232293,-0.55871096,-60.45207059,-8.57591375,-20.48716528,9.88432094,3.0201634,-3.4022546,-14.04061292,0.29588265,-18.55126325
50.845,18.97477969,-11.81942005,-0.79280965,-59.7386511,-8.15912468,-20.54449855,9.35462766,2.75202791,-3.39028304,-13.61746635,0.20511976,-18.55465415
50.85,19.35802816,-11.47246949,-1.06995818,-58.93297185,-7.79093931,-20.58332475,8.82347106,2.4818635,-3.3597921,-13.19480678,0.11927372,-18.55399214
50.855,19.7007163,-11.13476907,-1.37447336,-58.04466078,-7.46575339,-20.61551595,8.29007174,2.21587494,-3.31214327,-12.77294471,0.03602506,-18.54809634
50.86,20.01500317,-10.80040385,-1.70746945,-57.07501582,-7.18562073,-20.63318643,7.76907815,1.94535057,-3.26138374,-12.35671055,-0.05249023,-18.53938606
50.865,20.25825119,-10.48451553,-2.06740529,-56.02799999,-6.95130336,-20.66217202,7.21736039,1.68946132,-3.16360395,-11.94138474,-0.11112396,-18.53062669
50.87,20.51250642,-10.16302587,-2.41036871,-54.91446413,-6.75168409,-20.66704873,6.70216005,1.43000355,-3.07146147,-11.53048608,-0.18991928,-18.51658486
50.875,20.74480155,-9.86395209,-2.77457595,-53.73451487,-6.57927173,-20.67110126,6.20326945,1.18301112,-3.00338085,-11.13125185,-0.27764626,-18.49801703
50.88,20.90699406,-9.56584724,-3.13808281,-52.48670088,-6.45200484,-20.68892567,5.66956247,0.94200199,-2.84591123,-10.73257153,-0.31777981,-18.48438067
50.885,21.06900183,-9.28776789,-3.50303592,-51.18109886,-6.34272854,-20.69864431,5.16689174,0.71239332,-2.73432145,-10.34788775,-0.37768704,-18.46813255
50.89,21.1993233,-9.02171988,-3.85801552,-49.81977732,-6.25581652,-20.71843411,4.66282351,0.49589078,-2.59980127,-9.97198236,-0.42109168,-18.45158782
50.895,21.32047713,-8.77082526,-4.1952503,-48.40699104,-6.18003481,-20.73892884,4.17673097,0.29417731,-2.47702477,-9.60686275,-0.46489393,-18.43286336
50.9,21.41880211,-8.53319465,-4.50936249,-46.94387887,-6.1154071,-20.7684443,3.69481952,0.10913596,-2.34096584,-9.25340407,-0.49363042,-18.41424929
50.905,21.48877643,-8.31107267,-4.78738984,-45.4349215,-6.06115376,-20.81468826,3.20871039,-0.05431469,-2.19283214,-8.91131417,-0.49352499,-18.40165624
50.91,21.56545148,-8.09867334,-5.0585584,-43.8764474,-6.0009948,-20.84689726,2.76041172,-0.21312955,-2.06634412,-8.5861204,-0.51057715,-18.37986569
50.915,21.63902121,-7.90400396,-5.28812213,-42.2763401,-5.92958032,-20.88696906,2.33024474,-0.34835073,-1.95234673,-8.27254074,-0.52567637,-18.352518
50.92,21.67379252,-7.72972487,-5.47678607,-40.63417932,-5.86324447,-20.94827832,1.8869729,-0.45722219,-1.82415935,-7.97734737,-0.49127463,-18.33664903
50.925,21.74115081,-7.56092858,-5.63414377,-38.94991559,-5.76958871,-20.98800818,1.50011073,-0.55959902,-1.72706154,-7.69522494,-0.49629222,-18.30184331
50.93,21.77410763,-7.41517056,-5.75869412,-37.2223745,-5.67287807,-21.04516316,1.10677132,-0.636644,-1.61892638,-7.42895904,-0.46034617,-18.27107271
50.935,21.81664574,-7.28709493,-5.83163122,-35.45817533,-5.5527158,-21.0986417,0.74316915,-0.68947003,-1.53789557,-7.17795731,-0.42826081,-18.23524033
50.94,21.84319152,-7.17773463,-5.87145416,-33.65260097,-5.42162451,-21.15413163,0.3919776,-0.72320228,-1.45884809,-6.94518314,-0.37762207,-18.19556765
50.945,21.86306835,-7.08982465,-5.86987115,-31.8092522,-5.27601931,-21.20765071,0.05888541,-0.73317768,-1.39200103,-6.72834224,-0.31586253,-18.15095059
50.95,21.87701298,-7.02599378,-5.82719492,-29.92971675,-5.11630924,-21.2580504,-0.2559291,-0.71800988,-1.33757114,-6.52626979,-0.24287004,-18.10165767
50.955,21.88084737,-6.98720765,-5.74570507,-28.01543249,-4.94754915,-21.3028882,-0.55476804,-0.6778367,-1.29131815,-6.34129549,-0.15587378,-18.04687766
50.96,21.93412258,-6.98394329,-5.55427973,-26.08879409,-4.75542396,-21.3312607,-0.79787761,-0.58168366,-1.2933975,-6.17797825,-0.0702097,-18.03106562
50.965,21.86034705,-6.99878849,-5.47922055,-24.09611738,-4.59660348,-21.36737857,-1.10512327,-0.51620984,-1.21628962,-6.0180568,0.05586328,-17.92244126
50.97,21.88124915,-7.04624894,-5.24370882,-22.11228331,-4.41199577,-21.37154211,-1.32693962,-0.38285018,-1.22097254,-5.88220301,0.16639846,-17.90082962
50.975,21.85897798,-7.13533026,-5.02040926,-20.1042533,-4.23909576,-21.37281068,-1.56029403,-0.22604835,-1.20707545,-5.75768618,0.29049946,-17.84611089
50.98,21.80807252,-7.26484294,-4.79510127,-18.08541099,-4.08497709,-21.35699786,-1.79863587,-0.04308809,-1.18307715,-5.64650164,0.43927104,-17.77194979
50.985,21.73991953,-7.43317279,-4.56499056,-16.0678503,-3.94523266,-21.32135475,-2.03540613,0.16745396,-1.1570881,-5.54704185,0.60630378,-17.68427125
50.99,21.66700516,-7.63673276,-4.31519521,-14.06754315,-3.82158157,-21.25800699,-2.26564013,0.40551549,-1.1336947,-5.45808362,0.78558167,-17.60039407
50.995,21.58886831,-7.88066851,-4.06232876,-12.10121122,-3.71279554,-21.16895751,-2.49295119,0.67353356,-1.10745809,-5.37985304,0.97775103,-17.51197222
51,21.46185815,-8.1702505,-3.84017701,-10.18116348,-3.56706279,-21.04407129,-2.75680067,0.96414254,-1.0589167,-5.31329903,1.2099895,-17.3192868
51.005,21.39501409,-8.47642085,-3.58282923,-8.32752933,-3.522624,-20.87876763,-2.96931899,1.27912569,-1.05394656,-5.26354825,1.42933407,-17.27031425
51.01,21.29979773,-8.84303587,-3.37758234,-6.55936457,-3.39246985,-20.70272152,-3.21210987,1.62915797,-0.99365405,-5.21563893,1.66006628,-17.11801289
51.015,21.22487775,-9.18533042,-3.14580668,-4.87144555,-3.35908551,-20.46051736,-3.43694046,1.95938541,-0.96068541,-5.19681571,1.91183,-17.03337584
51.02,21.11689446,-9.5617528,-2.98047939,-3.29350993,-3.18071296,-20.11655915,-3.70224722,2.29577677,-0.89923063,-5.17792685,2.2059293,-16.79731451
51.025,21.04912424,-9.94058061,-2.81581176,-1.81865114,-3.13263067,-19.84206385,-3.93954862,2.63888016,-0.83625289,-5.17658309,2.46950426,-16.68143586
51.03,20.96550496,-10.28541488,-2.6960506,-0.45781477,-3.02680754,-19.43423609,-4.1967994,2.93727375,-0.7816964,-5.19518333,2.78713671,-16.48522272
51.035,20.91145668,-10.63308905,-2.55201472,0.78287376,-3.00472997,-19.14229379,-4.43974723,3.24078433,-0.6909603,-5.22561389,3.0543939,-16.36452489
51.04,20.85261112,-10.95564998,-2.44341658,1.89869641,-2.9702947,-18.78696595,-4.69122228,3.50858648,-0.60327826,-5.27840304,3.35226607,-16.20346145
51.045,20.79165501,-11.2320951,-2.36503092,2.88955331,-2.92885575,-18.39772289,-4.95183255,3.72830318,-0.51012751,-5.34860468,3.66537509,-16.01218873
51.05,20.73784704,-11.46776376,-2.2963713,3.75264355,-2.91872158,-18.0151499,-5.21183966,3.9062646,-0.41788298,-5.43939973,3.97805071,-15.82574847
51.055,20.67042348,-11.62474936,-2.2673116,4.48753307,-2.89402587,-17.56943149,-5.4868045,4.00285113,-0.34601962,-5.553723,4.32272643,-15.58271946
51.06,20.63805774,-11.78703063,-2.1979472,5.09275752,-2.9468758,-17.25857929,-5.7382751,4.10906338,-0.23035826,-5.68650355,4.60133545,-15.41848057
51.065,20.58112842,-11.85064173,-2.18000858,5.57380679,-2.98248684,-16.87376954,-6.00831021,4.1131162,-0.14738372,-5.84786018,4.92121635,-15.17518099
51.07,20.55366295,-11.90036991,-2.13522679,5.92764015,-3.08165407,-16.5742249,-6.25563685,4.10835563,-0.03155435,-6.03450326,5.19021171,-14.98949737
51.075,20.51728066,-11.87028457,-2.1179447,6.16155046,-3.19463319,-16.26079368,-6.50703691,4.02181688,0.05904242,-6.24789264,5.46657317,-14.76599973
51.08,20.49060984,-11.78567432,-2.08926746,6.27452124,-3.33176697,-15.98126579,-6.75335111,3.88915963,0.1367118,-6.48632677,5.70836367,-14.55150382
51.085,20.47596986,-11.65460593,-2.04781102,6.27987854,-3.50432868,-15.73574963,-6.98310632,3.71666363,0.20660062,-6.75799998,5.91236163,-14.35871225
51.09,20.46223706,-11.46891072,-2.01546614,6.16536424,-3.68655519,-15.51423823,-7.21029667,3.48653945,0.26958901,-7.05905011,6.08929948,-14.12983303
51.095,20.46728338,-11.23996201,-1.97192652,5.94447344,-3.90954538,-15.32077301,-7.42050818,3.22317905,0.32710515,-7.39016811,6.22293984,-13.92513135
51.1,20.47871266,-10.96730505,-1.92535059,5.62674587,-4.15959786,-15.15265197,-7.61637624,2.9197764,0.37060497,-7.75892237,6.3188181,-13.71752411
51.105,20.49536875,-10.65452034,-1.87643002,5.21758847,-4.43377222,-15.01144607,-7.79832892,2.57939719,0.39979822,-8.16677961,6.37558174,-13.50069937
51.11,20.52422932,-10.30300017,-1.8181444,4.72395038,-4.73465194,-14.89481547,-7.96034025,2.2073625,0.41153207,-8.61393932,6.38213546,-13.29205667
51.115,20.55912737,-9.91622397,-1.75503548,4.15448835,-5.05922927,-14.80698985,-8.10406659,1.80442915,0.40196005,-9.10341305,6.34348122,-13.07752218
51.12,20.63355695,-9.51238969,-1.66142548,3.50407549,-5.3845901,-14.70894311,-8.21381706,1.40274867,0.35164727,-9.6216357,6.17378934,-12.93698912
51.125,20.69886733,-9.06748766,-1.58943677,2.80175026,-5.72123317,-14.66293685,-8.30107042,0.95360775,0.30741161,-10.19557582,5.98535902,-12.75511637
51.13,20.70871251,-8.59406648,-1.50614645,2.07133717,-6.13095054,-14.74463987,-8.40137213,0.46821555,0.22490823,-10.83861936,5.8559927,-12.40269061
51.135,20.80615187,-8.13497317,-1.40475097,1.2635375,-6.42249441,-14.69405178,-8.42816335,0.02054561,0.14144408,-11.49804163,5.46550923,-12.28125824
51.14,20.86746077,-7.62289153,-1.28749138,0.44804111,-6.8151351,-14.77353678,-8.43752244,-0.47973695,0.0215476,-12.24427535,5.17546048,-12.08261781
51.145,20.95102352,-7.15226985,-1.18300092,-0.42088806,-7.07313196,-14.80531387,-8.42219497,-0.94044367,-0.09610601,-13.00028673,4.63341714,-11.89890434
51.15,21.00975112,-6.62776757,-1.01507622,-1.27171326,-7.46825784,-15.03379326,-8.36992717,-1.44442052,-0.27769236,-13.85511489,4.19074506,-11.65212119
51.155,21.08145703,-6.13023499,-0.87993531,-2.15637151,-7.70665373,-15.08340817,-8.2852454,-1.92056485,-0.45582601,-14.74411627,3.57067846,-11.52343908
51.16,21.14359856,-5.6276457,-0.72454944,-3.03882805,-7.93394809,-15.22386948,-8.16621544,-2.4011266,-0.65058226,-15.69139577,2.87853937,-11.36610794
51.165,21.191437,-5.13930261,-0.56315022,-3.91724857,-8.10716261,-15.37796957,-8.01441965,-2.86966015,-0.86197277,-16.69761478,2.10151596,-11.21339363
51.17,21.22958788,-4.65262978,-0.38152803,-4.78673937,-8.24417437,-15.56987585,-7.82580464,-3.334838,-1.08496092,-17.76221169,1.24940303,-11.07298111
51.175,21.25592782,-4.18372395,-0.17908444,-5.64877535,-8.33626544,-15.78877904,-7.60543483,-3.78130098,-1.3050843,-18.87870236,0.32731871,-10.95021607
51.18,21.25803351,-3.72934827,0.00047039,-6.49200362,-8.35011768,-15.99731357,-7.35135778,-4.22256007,-1.55230164,-20.05457215,-0.68502901,-10.83771973
51.185,21.2406835,-3.2834805,0.19519222,-7.31106193,-8.31086872,-16.21941425,-7.06074807,-4.65838472,-1.80090471,-21.28707947,-1.76849313,-10.7514973
51.19,21.2020034,-2.85316616,0.39722104,-8.10391877,-8.21497551,-16.45524236,-6.73420184,-5.08476571,-2.05070453,-22.5726547,-2.92020225,-10.69078187
51.195,21.14283301,-2.44282176,0.60760805,-8.87258042,-8.06355746,-16.70371368,-6.37199122,-5.49546218,-2.29235334,-23.9100107,-4.13477325,-10.6612109
51.2,21.05630769,-2.05214094,0.81238588,-9.61132523,-7.85289621,-16.95355881,-5.97723569,-5.89749027,-2.53005159,-25.29389582,-5.39881488,-10.65453752
51.205,20.95162423,-1.68695334,1.04645881,-10.31001918,-7.59374306,-17.23138836,-5.53483657,-6.27437671,-2.72815214,-26.72808553,-6.71931221,-10.73445688
51.21,20.81129038,-1.32998132,1.21819544,-10.99651494,-7.27770918,-17.46735317,-5.08358788,-6.66663892,-2.96310638,-28.19467845,-8.04637606,-10.74673794
51.215,20.64771234,-0.99496362,1.40657641,-11.63990951,-6.91511777,-17.71631615,-4.59077432,-7.04176512,-3.16019284,-29.70183247,-9.39954737,-10.83150653
51.22,20.47498343,-0.70852587,1.60008389,-12.25274056,-6.51002943,-17.99668964,-4.04820607,-7.36886851,-3.29813234,-31.24018354,-10.78808242,-11.070165
51.225,20.24828563,-0.39794927,1.75530168,-12.82383012,-6.0823786,-18.21624932,-3.50911722,-7.74546164,-3.47515887,-32.80237135,-12.10136571,-11.12298128
51.23,20.01679232,-0.14337047,1.91963705,-13.35452473,-5.60950126,-18.46697321,-2.90992688,-8.06163438,-3.55664559,-34.38900136,-13.43150841,-11.39623866
51.235,19.7598185,0.09456758,2.03527832,-13.86945486,-5.11766348,-18.70440095,-2.30056106,-8.37834088,-3.65061931,-35.98397919,-14.69928289,-11.61888985
51.24,19.46548054,0.3314957,2.15880123,-14.32376661,-4.62270298,-18.91999761,-1.66953057,-8.69956573,-3.71221756,-37.58791786,-15.88476111,-11.81037682
51.245,19.16509745,0.52656089,2.23349436,-14.76558253,-4.11144026,-19.13913122,-1.0099458,-8.98516269,-3.73913224,-39.18890361,-17.01434562,-12.08824121
51.25,18.82465925,0.73638459,2.312437,-15.1530959,-3.61858646,-19.33749912,-0.35089513,-9.28962386,-3.77646662,-40.77885585,-18.03318514,-12.2585579
51.255,18.48424622,0.87495205,2.33727869,-15.51073752,-3.10265377,-19.53487012,0.35954406,-9.52152416,-3.70730571,-42.35880446,-18.97011498,-12.60440305
51.26,18.10465584,1.0363887,2.37562016,-15.82715586,-2.61559117,-19.71756255,1.050726,-9.77798008,-3.6825063,-43.90798647,-19.78398306,-12.803244
51.265,17.71551183,1.15730525,2.3705066,-16.10827059,-2.13573416,-19.88975298,1.77042115,-9.99119999,-3.5943469,-45.42913517,-20.4869834,-13.07770915
51.27,17.31066157,1.25168292,2.33753647,-16.35180704,-1.67334978,-20.0406286,2.50206057,-10.17170763,-3.47701127,-46.91146106,-21.06897442,-13.35660537
51.275,16.89343066,1.30915902,2.26995044,-16.56937475,-1.23448611,-20.17006859,3.24323779,-10.31407439,-3.33564242,-48.34740746,-21.51809192,-13.62905452
51.28,16.45195117,1.36231074,2.20127116,-16.73408058,-0.81933376,-20.28610181,3.98035117,-10.43968712,-3.18925595,-49.728167,-21.84407995,-13.87052415
51.285,15.99606527,1.38681168,2.11404149,-16.86632404,-0.43343345,-20.38779593,4.71904839,-10.52756421,-3.02521186,-51.04845563,-22.03767719,-14.09588446
51.29,15.53870322,1.38612118,1.97895712,-16.97900667,-0.08356053,-20.4525621,5.46367376,-10.58530688,-2.85146268,-52.30560571,-22.11688579,-14.3118841
51.295,15.05775895,1.36621774,1.86113425,-17.0370669,0.24132711,-20.50889035,6.19742949,-10.60703589,-2.67683398,-53.48462746,-22.06869649,-14.49788336
51.3,14.58316577,1.32541621,1.68928128,-17.08791119,0.52929238,-20.51928478,6.93602337,-10.60470892,-2.49921029,-54.5927354,-21.92395232,-14.65461132
51.305,14.09238485,1.2664322,1.53022183,-17.09307905,0.79050542,-20.51761103,7.66043216,-10.56892153,-2.33311519,-55.61402063,-21.66284173,-14.786587
51.31,13.59255558,1.19066296,1.36821238,-17.06242724,1.01910346,-20.49479945,8.3739414,-10.50474897,-2.17742449,-56.54475271,-21.30431537,-14.89237973
51.315,13.09205686,1.09704873,1.19489507,-17.00984751,1.21661255,-20.44857894,9.07649807,-10.41452112,-2.04064,-57.38478036,-20.86322214,-14.96766847
51.32,12.60249952,0.99431202,0.96537651,-16.94761529,1.41973031,-20.32808523,9.78699335,-10.31155235,-1.88917198,-58.1426463,-20.35194979,-14.938739
51.325,12.10054929,0.87207951,0.78257361,-16.84856837,1.57358916,-20.22098351,10.46356367,-10.17652987,-1.79112045,-58.7903065,-19.75793658,-14.93228681
51.33,11.5980847,0.73836556,0.63257307,-16.72906033,1.67711551,-20.11281284,11.11319088,-10.01939944,-1.73948048,-59.33434972,-19.09930001,-14.94793861
51.335,11.10190189,0.59730558,0.41316166,-16.58909144,1.81667468,-19.92147991,11.76586271,-9.85747647,-1.67064818,-59.78399832,-18.38994766,-14.7969019
51.34,10.60711273,0.44067905,0.24997929,-16.43078513,1.90077379,-19.74451215,12.38375098,-9.67292173,-1.66905767,-60.11961476,-17.64588703,-14.70013788
