time,RForceX,RForceY_Vertical,RForceZ,RCOPX,RCOPY_Vertical,RCOPZ,LForceX,LForceY_Vertical,LForceZ,LCOPX,LCOPY_Vertical,LCOPZ
45.02,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.025,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.03,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.035,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.04,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.045,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.05,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.055,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.06,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.065,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.07,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.075,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.08,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.085,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.09,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.095,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.1,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.105,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.11,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.115,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.12,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.125,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.13,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.135,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.145,NaN,NaN,NaN,NaN,NaN,NaN,41.3422,20.0135,6.9412,0.4836,0,-1.2761
45.15,NaN,NaN,NaN,NaN,NaN,NaN,41.2834,33.8343,0.2352,0.4542,0,-1.2536
45.155,NaN,NaN,NaN,NaN,NaN,NaN,40.1727,51.2957,-8.709,0.4427,0,-1.2295
45.16,NaN,NaN,NaN,NaN,NaN,NaN,37.6584,72.2001,-17.866,0.4382,0,-1.2075
45.165,NaN,NaN,NaN,NaN,NaN,NaN,33.6641,96.8291,-24.6978,0.436,0,-1.19
45.17,NaN,NaN,NaN,NaN,NaN,NaN,28.558,126.254,-26.8198,0.4337,0,-1.1789
45.175,NaN,NaN,NaN,NaN,NaN,NaN,23.2229,162.25,-22.6248,0.4302,0,-1.175
45.18,NaN,NaN,NaN,NaN,NaN,NaN,18.9732,206.684,-11.6574,0.4255,0,-1.1775
45.185,NaN,NaN,NaN,NaN,NaN,NaN,17.3055,260.52,5.3478,0.4201,0,-1.1843
45.19,NaN,NaN,NaN,NaN,NaN,NaN,19.5161,322.812,26.7054,0.4149,0,-1.1927
45.195,NaN,NaN,NaN,NaN,NaN,NaN,26.2666,390.185,50.1525,0.4104,0,-1.2007
45.2,NaN,NaN,NaN,NaN,NaN,NaN,37.2198,457.168,73.23,0.4071,0,-1.2072
45.205,NaN,NaN,NaN,NaN,NaN,NaN,50.9084,517.414,93.6403,0.4048,0,-1.2117
45.21,NaN,NaN,NaN,NaN,NaN,NaN,64.994,565.421,109.611,0.4035,0,-1.2142
45.215,NaN,NaN,NaN,NaN,NaN,NaN,76.9616,598.124,120.239,0.4026,0,-1.2149
45.22,NaN,NaN,NaN,NaN,NaN,NaN,85.0541,615.775,125.683,0.402,0,-1.2139
45.225,NaN,NaN,NaN,NaN,NaN,NaN,89.0077,621.833,127.066,0.4013,0,-1.2115
45.23,NaN,NaN,NaN,NaN,NaN,NaN,90.136,621.912,126.1,0.4004,0,-1.2081
45.235,NaN,NaN,NaN,NaN,NaN,NaN,90.6442,622.189,124.591,0.399,0,-1.204
45.24,NaN,NaN,NaN,NaN,NaN,NaN,92.5296,627.798,124.011,0.3974,0,-1.1998
45.245,NaN,NaN,NaN,NaN,NaN,NaN,96.7051,641.743,125.251,0.3956,0,-1.1958
45.25,NaN,NaN,NaN,NaN,NaN,NaN,102.823,664.576,128.578,0.3938,0,-1.1924
45.255,NaN,NaN,NaN,NaN,NaN,NaN,109.795,694.827,133.725,0.3921,0,-1.1896
45.26,NaN,NaN,NaN,NaN,NaN,NaN,116.563,729.876,140.059,0.3905,0,-1.1873
45.265,NaN,NaN,NaN,NaN,NaN,NaN,122.602,766.923,146.745,0.3892,0,-1.1851
45.27,NaN,NaN,NaN,NaN,NaN,NaN,127.908,803.688,152.917,0.3882,0,-1.1829
45.275,NaN,NaN,NaN,NaN,NaN,NaN,132.641,838.718,157.844,0.3875,0,-1.1803
45.28,NaN,NaN,NaN,NaN,NaN,NaN,136.781,871.3,161.082,0.387,0,-1.1772
45.285,NaN,NaN,NaN,NaN,NaN,NaN,140.061,901.126,162.569,0.3866,0,-1.1737
45.29,NaN,NaN,NaN,NaN,NaN,NaN,142.175,927.914,162.593,0.3862,0,-1.1699
45.295,NaN,NaN,NaN,NaN,NaN,NaN,143.047,951.138,161.645,0.3857,0,-1.166
45.3,NaN,NaN,NaN,NaN,NaN,NaN,142.931,969.989,160.204,0.3852,0,-1.1621
45.305,NaN,NaN,NaN,NaN,NaN,NaN,142.295,983.538,158.561,0.3846,0,-1.1585
45.31,NaN,NaN,NaN,NaN,NaN,NaN,141.595,991.04,156.77,0.3841,0,-1.155
45.315,NaN,NaN,NaN,NaN,NaN,NaN,141.1,992.233,154.723,0.3836,0,-1.1515
45.32,NaN,NaN,NaN,NaN,NaN,NaN,140.848,987.493,152.285,0.3831,0,-1.1481
45.325,NaN,NaN,NaN,NaN,NaN,NaN,140.727,977.793,149.394,0.3827,0,-1.1446
45.33,NaN,NaN,NaN,NaN,NaN,NaN,140.574,964.484,146.072,0.3823,0,-1.141
45.335,NaN,NaN,NaN,NaN,NaN,NaN,140.235,949.013,142.387,0.3819,0,-1.1373
45.34,NaN,NaN,NaN,NaN,NaN,NaN,139.577,932.642,138.406,0.3814,0,-1.1337
45.345,NaN,NaN,NaN,NaN,NaN,NaN,138.496,916.27,134.18,0.3809,0,-1.13
45.35,NaN,NaN,NaN,NaN,NaN,NaN,136.946,900.361,129.74,0.3804,0,-1.1263
45.355,NaN,NaN,NaN,NaN,NaN,NaN,134.974,884.993,125.094,0.3798,0,-1.1225
45.36,NaN,NaN,NaN,NaN,NaN,NaN,132.706,869.976,120.24,0.3793,0,-1.1187
45.365,NaN,NaN,NaN,NaN,NaN,NaN,130.287,854.986,115.189,0.3789,0,-1.1148
45.37,NaN,NaN,NaN,NaN,NaN,NaN,127.806,839.69,109.983,0.3785,0,-1.1107
45.375,NaN,NaN,NaN,NaN,NaN,NaN,125.268,823.839,104.691,0.3782,0,-1.1066
45.38,NaN,NaN,NaN,NaN,NaN,NaN,122.638,807.299,99.3937,0.3779,0,-1.1023
45.385,NaN,NaN,NaN,NaN,NaN,NaN,119.901,790.055,94.1654,0.3777,0,-1.098
45.39,NaN,NaN,NaN,NaN,NaN,NaN,117.101,772.189,89.0633,0.3775,0,-1.0937
45.395,NaN,NaN,NaN,NaN,NaN,NaN,114.335,753.849,84.1326,0.3773,0,-1.0894
45.4,NaN,NaN,NaN,NaN,NaN,NaN,111.707,735.219,79.4099,0.3771,0,-1.0851
45.405,NaN,NaN,NaN,NaN,NaN,NaN,109.289,716.483,74.9213,0.377,0,-1.0808
45.41,NaN,NaN,NaN,NaN,NaN,NaN,107.112,697.811,70.6746,0.3769,0,-1.0765
45.415,NaN,NaN,NaN,NaN,NaN,NaN,105.177,679.338,66.654,0.3768,0,-1.0722
45.42,NaN,NaN,NaN,NaN,NaN,NaN,103.481,661.174,62.8223,0.3768,0,-1.0678
45.425,NaN,NaN,NaN,NaN,NaN,NaN,102.022,643.416,59.1307,0.3768,0,-1.0633
45.43,NaN,NaN,NaN,NaN,NaN,NaN,100.77,626.169,55.5331,0.377,0,-1.0585
45.435,NaN,NaN,NaN,NaN,NaN,NaN,99.6423,609.56,52.0012,0.3773,0,-1.0536
45.44,NaN,NaN,NaN,NaN,NaN,NaN,98.4897,593.741,48.5352,0.3776,0,-1.0485
45.445,NaN,NaN,NaN,NaN,NaN,NaN,97.1348,578.874,45.1669,0.378,0,-1.0433
45.45,NaN,NaN,NaN,NaN,NaN,NaN,95.4425,565.108,41.9502,0.3785,0,-1.0381
45.455,NaN,NaN,NaN,NaN,NaN,NaN,93.3889,552.561,38.936,0.3789,0,-1.0331
45.46,NaN,NaN,NaN,NaN,NaN,NaN,91.0886,541.3,36.1429,0.3792,0,-1.0282
45.465,NaN,NaN,NaN,NaN,NaN,NaN,88.7642,531.344,33.5421,0.3796,0,-1.0234
45.47,NaN,NaN,NaN,NaN,NaN,NaN,86.6703,522.666,31.0709,0.38,0,-1.0185
45.475,NaN,NaN,NaN,NaN,NaN,NaN,85.007,515.207,28.6669,0.3804,0,-1.0136
45.48,NaN,NaN,NaN,NaN,NaN,NaN,83.8559,508.877,26.2996,0.3808,0,-1.0086
45.485,NaN,NaN,NaN,NaN,NaN,NaN,83.1617,503.558,23.9771,0.3813,0,-1.0034
45.49,NaN,NaN,NaN,NaN,NaN,NaN,82.7643,499.1,21.724,0.3818,0,-0.9981
45.495,NaN,NaN,NaN,NaN,NaN,NaN,82.4624,495.341,19.5443,0.3823,0,-0.9928
45.5,NaN,NaN,NaN,NaN,NaN,NaN,82.083,492.14,17.3972,0.3828,0,-0.9874
45.505,NaN,NaN,NaN,NaN,NaN,NaN,81.5319,489.429,15.2023,0.3832,0,-0.982
45.51,NaN,NaN,NaN,NaN,NaN,NaN,80.8112,487.248,12.8714,0.3836,0,-0.9765
45.515,NaN,NaN,NaN,NaN,NaN,NaN,80.0079,485.768,10.3515,0.384,0,-0.9709
45.52,NaN,NaN,NaN,NaN,NaN,NaN,79.2633,485.276,7.6546,0.3844,0,-0.9652
45.525,NaN,NaN,NaN,NaN,NaN,NaN,78.7337,486.125,4.8624,0.3847,0,-0.9595
45.53,NaN,NaN,NaN,NaN,NaN,NaN,78.5509,488.671,2.1061,0.3851,0,-0.9537
45.535,NaN,NaN,NaN,NaN,NaN,NaN,78.7894,493.194,-0.4688,0.3855,0,-0.948
45.54,NaN,NaN,NaN,NaN,NaN,NaN,79.4469,499.855,-2.7423,0.386,0,-0.9423
45.545,NaN,NaN,NaN,NaN,NaN,NaN,80.4462,508.663,-4.652,0.3864,0,-0.9367
45.55,NaN,NaN,NaN,NaN,NaN,NaN,81.6614,519.497,-6.2143,0.3868,0,-0.9311
45.555,NaN,NaN,NaN,NaN,NaN,NaN,82.9614,532.13,-7.5287,0.3872,0,-0.9257
45.56,NaN,NaN,NaN,NaN,NaN,NaN,84.2558,546.272,-8.7641,0.3876,0,-0.9203
45.565,NaN,NaN,NaN,NaN,NaN,NaN,85.5263,561.602,-10.1282,0.3879,0,-0.9149
45.57,NaN,NaN,NaN,NaN,NaN,NaN,86.8253,577.793,-11.8273,0.3882,0,-0.9096
45.575,NaN,NaN,NaN,NaN,NaN,NaN,88.2428,594.539,-14.0299,0.3884,0,-0.9043
45.58,NaN,NaN,NaN,NaN,NaN,NaN,89.8568,611.579,-16.8409,0.3887,0,-0.8988
45.585,NaN,NaN,NaN,NaN,NaN,NaN,91.6921,628.718,-20.2891,0.389,0,-0.8932
45.59,NaN,NaN,NaN,NaN,NaN,NaN,93.7068,645.843,-24.329,0.3893,0,-0.8875
45.595,NaN,NaN,NaN,NaN,NaN,NaN,95.8079,662.928,-28.8581,0.3896,0,-0.8817
45.6,NaN,NaN,NaN,NaN,NaN,NaN,97.8827,680.022,-33.7492,0.3899,0,-0.8757
45.605,NaN,NaN,NaN,NaN,NaN,NaN,99.8344,697.224,-38.8852,0.3902,0,-0.8697
45.61,NaN,NaN,NaN,NaN,NaN,NaN,101.611,714.654,-44.1841,0.3905,0,-0.8637
45.615,NaN,NaN,NaN,NaN,NaN,NaN,103.218,732.406,-49.6071,0.3907,0,-0.8577
45.62,NaN,NaN,NaN,NaN,NaN,NaN,104.719,750.51,-55.1535,0.3909,0,-0.8517
45.625,NaN,NaN,NaN,NaN,NaN,NaN,106.213,768.899,-60.848,0.3911,0,-0.8458
45.63,NaN,NaN,NaN,NaN,NaN,NaN,107.802,787.393,-66.7247,0.3912,0,-0.8399
45.635,NaN,NaN,NaN,NaN,NaN,NaN,109.568,805.717,-72.8128,0.3914,0,-0.8341
45.64,NaN,NaN,NaN,NaN,NaN,NaN,111.543,823.537,-79.126,0.3915,0,-0.8282
45.645,NaN,NaN,NaN,NaN,NaN,NaN,113.701,840.503,-85.6585,0.3916,0,-0.8224
45.65,NaN,NaN,NaN,NaN,NaN,NaN,115.961,856.28,-92.3862,0.3918,0,-0.8166
45.655,NaN,NaN,NaN,NaN,NaN,NaN,118.198,870.567,-99.2735,0.3919,0,-0.8107
45.66,NaN,NaN,NaN,NaN,NaN,NaN,120.292,883.1,-106.283,0.3921,0,-0.8049
45.665,NaN,NaN,NaN,NaN,NaN,NaN,122.165,893.639,-113.387,0.3922,0,-0.7992
45.67,NaN,NaN,NaN,NaN,NaN,NaN,123.812,901.957,-120.577,0.3924,0,-0.7936
45.675,NaN,NaN,NaN,NaN,NaN,NaN,125.295,907.825,-127.857,0.3927,0,-0.788
45.68,NaN,NaN,NaN,NaN,NaN,NaN,126.696,911.011,-135.235,0.393,0,-0.7825
45.685,NaN,NaN,NaN,NaN,NaN,NaN,128.054,911.283,-142.688,0.3933,0,-0.7769
45.69,NaN,NaN,NaN,NaN,NaN,NaN,129.316,908.435,-150.143,0.3937,0,-0.7713
45.695,NaN,NaN,NaN,NaN,NaN,NaN,130.32,902.311,-157.47,0.3942,0,-0.7655
45.7,NaN,NaN,NaN,NaN,NaN,NaN,130.836,892.83,-164.507,0.3947,0,-0.7597
45.705,NaN,NaN,NaN,NaN,NaN,NaN,130.622,879.992,-171.115,0.3952,0,-0.7538
45.71,NaN,NaN,NaN,NaN,NaN,NaN,129.502,863.842,-177.236,0.3957,0,-0.7479
45.715,NaN,NaN,NaN,NaN,NaN,NaN,127.41,844.391,-182.918,0.3963,0,-0.742
45.72,NaN,NaN,NaN,NaN,NaN,NaN,124.405,821.489,-188.26,0.3969,0,-0.7361
45.725,NaN,NaN,NaN,NaN,NaN,NaN,120.627,794.712,-193.305,0.3975,0,-0.7302
45.73,NaN,NaN,NaN,NaN,NaN,NaN,116.235,763.307,-197.884,0.3981,0,-0.7242
45.735,NaN,NaN,NaN,NaN,NaN,NaN,111.327,726.269,-201.499,0.3988,0,-0.7179
45.74,NaN,NaN,NaN,NaN,NaN,NaN,105.909,682.541,-203.283,0.3995,0,-0.7113
45.745,NaN,NaN,NaN,NaN,NaN,NaN,99.924,631.343,-202.07,0.4003,0,-0.7043
45.75,NaN,NaN,NaN,NaN,NaN,NaN,93.3277,572.543,-196.594,0.4012,0,-0.6969
45.755,NaN,NaN,NaN,NaN,NaN,NaN,86.1732,506.964,-185.776,0.4021,0,-0.689
45.76,NaN,NaN,NaN,NaN,NaN,NaN,78.6442,436.539,-169.044,0.4031,0,-0.6808
45.765,NaN,NaN,NaN,NaN,NaN,NaN,71.0262,364.223,-146.613,0.4041,0,-0.6727
45.77,NaN,NaN,NaN,NaN,NaN,NaN,63.6299,293.656,-119.632,0.4053,0,-0.6654
45.775,NaN,NaN,NaN,NaN,NaN,NaN,56.7142,228.595,-90.123,0.4066,0,-0.6603
45.78,NaN,NaN,NaN,NaN,NaN,NaN,50.4543,172.255,-60.6708,0.4079,0,-0.6595
45.785,NaN,NaN,NaN,NaN,NaN,NaN,44.9644,126.723,-33.923,0.4093,0,-0.6664
45.79,NaN,NaN,NaN,NaN,NaN,NaN,40.3418,92.621,-12.0428,0.4103,0,-0.6846
45.795,NaN,NaN,NaN,NaN,NaN,NaN,36.6829,69.1146,3.7165,0.4106,0,-0.7148
45.8,NaN,NaN,NaN,NaN,NaN,NaN,34.0433,54.2369,13.1889,0.4101,0,-0.7502
45.805,NaN,NaN,NaN,NaN,NaN,NaN,32.3641,45.4185,17.1894,0.4091,0,-0.7774
45.81,NaN,NaN,NaN,NaN,NaN,NaN,31.4221,40.06,17.1794,0.4086,0,-0.7869
45.815,NaN,NaN,NaN,NaN,NaN,NaN,30.8529,36.0022,14.8252,0.4091,0,-0.7795
45.82,NaN,NaN,NaN,NaN,NaN,NaN,30.2578,31.8076,11.5976,0.4112,0,-0.7625
45.825,NaN,NaN,NaN,NaN,NaN,NaN,29.3493,26.8284,8.526,0.4155,0,-0.7426
45.83,NaN,NaN,NaN,NaN,NaN,NaN,28.0535,21.0946,6.1386,0.4232,0,-0.7242
45.835,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.84,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.845,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.85,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.855,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.86,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.865,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.87,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.875,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.88,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.885,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.89,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.895,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.9,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.905,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.91,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.915,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.92,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.925,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.93,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.935,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.94,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.945,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.95,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.955,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.96,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.965,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.97,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.975,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.98,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.985,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.99,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
45.995,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.005,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.01,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.015,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.02,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.025,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.03,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.035,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.04,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.045,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.05,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.055,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.06,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.065,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.07,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.075,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.08,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.085,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.09,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.095,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.1,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.105,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.11,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.115,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.12,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.125,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.13,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.135,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.145,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.155,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.16,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.165,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.17,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.175,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.18,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.185,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.19,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.195,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.2,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.205,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.21,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
46.215,NaN,NaN,NaN,NaN,NaN,NaN,25.7912,27.55,2.4376,0.4434,0,-1.2356
46.22,NaN,NaN,NaN,NaN,NaN,NaN,24.812,50.935,-6.9818,0.4278,0,-1.1966
46.225,NaN,NaN,NaN,NaN,NaN,NaN,22.8813,80.5078,-17.1739,0.4225,0,-1.1704
46.23,NaN,NaN,NaN,NaN,NaN,NaN,20.2741,114.668,-25.4367,0.4207,0,-1.153
46.235,NaN,NaN,NaN,NaN,NaN,NaN,17.4183,151.753,-29.224,0.4198,0,-1.1423
46.24,NaN,NaN,NaN,NaN,NaN,NaN,14.8506,190.705,-26.9049,0.4186,0,-1.1378
46.245,NaN,NaN,NaN,NaN,NaN,NaN,13.2052,231.429,-18.1638,0.4163,0,-1.1385
46.25,NaN,NaN,NaN,NaN,NaN,NaN,13.2406,274.625,-3.8898,0.4127,0,-1.1435
46.255,NaN,NaN,NaN,NaN,NaN,NaN,15.8401,321.148,14.3309,0.4081,0,-1.1511
46.26,NaN,NaN,NaN,NaN,NaN,NaN,21.8847,371.171,34.7931,0.4031,0,-1.1595
46.265,NaN,NaN,NaN,NaN,NaN,NaN,31.9353,423.569,56.0076,0.3983,0,-1.1671
46.27,NaN,NaN,NaN,NaN,NaN,NaN,45.7956,475.827,76.7075,0.3944,0,-1.1728
46.275,NaN,NaN,NaN,NaN,NaN,NaN,62.1893,524.541,95.7015,0.3915,0,-1.1762
46.28,NaN,NaN,NaN,NaN,NaN,NaN,78.8472,566.326,111.83,0.3896,0,-1.1774
46.285,NaN,NaN,NaN,NaN,NaN,NaN,93.1495,598.777,124.134,0.3884,0,-1.1767
46.29,NaN,NaN,NaN,NaN,NaN,NaN,103.124,621.164,132.124,0.3877,0,-1.1743
46.295,NaN,NaN,NaN,NaN,NaN,NaN,108.285,634.657,135.94,0.3871,0,-1.1705
46.3,NaN,NaN,NaN,NaN,NaN,NaN,109.791,642.058,136.299,0.3864,0,-1.1659
46.305,NaN,NaN,NaN,NaN,NaN,NaN,109.782,647.123,134.293,0.3858,0,-1.1606
46.31,NaN,NaN,NaN,NaN,NaN,NaN,110.306,653.688,131.135,0.3851,0,-1.1549
46.315,NaN,NaN,NaN,NaN,NaN,NaN,112.454,664.818,127.941,0.3844,0,-1.1493
46.32,NaN,NaN,NaN,NaN,NaN,NaN,116.185,682.195,125.561,0.3836,0,-1.1439
46.325,NaN,NaN,NaN,NaN,NaN,NaN,120.766,705.867,124.478,0.3828,0,-1.1389
46.33,NaN,NaN,NaN,NaN,NaN,NaN,125.416,734.399,124.779,0.3819,0,-1.1346
46.335,NaN,NaN,NaN,NaN,NaN,NaN,129.686,765.371,126.189,0.381,0,-1.1307
46.34,NaN,NaN,NaN,NaN,NaN,NaN,133.423,796.042,128.195,0.3803,0,-1.1271
46.345,NaN,NaN,NaN,NaN,NaN,NaN,136.507,823.979,130.196,0.3796,0,-1.1238
46.35,NaN,NaN,NaN,NaN,NaN,NaN,138.693,847.477,131.648,0.3791,0,-1.1205
46.355,NaN,NaN,NaN,NaN,NaN,NaN,139.713,865.685,132.166,0.3786,0,-1.1172
46.36,NaN,NaN,NaN,NaN,NaN,NaN,139.537,878.49,131.557,0.378,0,-1.1136
46.365,NaN,NaN,NaN,NaN,NaN,NaN,138.528,886.25,129.819,0.3773,0,-1.1099
46.37,NaN,NaN,NaN,NaN,NaN,NaN,137.315,889.526,127.097,0.3766,0,-1.1058
46.375,NaN,NaN,NaN,NaN,NaN,NaN,136.449,888.9,123.631,0.3758,0,-1.1016
46.38,NaN,NaN,NaN,NaN,NaN,NaN,136.108,884.906,119.678,0.375,0,-1.0972
46.385,NaN,NaN,NaN,NaN,NaN,NaN,136.058,878.058,115.446,0.3741,0,-1.0927
46.39,NaN,NaN,NaN,NaN,NaN,NaN,135.885,868.904,111.065,0.3732,0,-1.0882
46.395,NaN,NaN,NaN,NaN,NaN,NaN,135.295,858.06,106.601,0.3723,0,-1.0839
46.4,NaN,NaN,NaN,NaN,NaN,NaN,134.256,846.176,102.091,0.3713,0,-1.0797
46.405,NaN,NaN,NaN,NaN,NaN,NaN,132.911,833.841,97.5564,0.3704,0,-1.0757
46.41,NaN,NaN,NaN,NaN,NaN,NaN,131.386,821.481,93.008,0.3695,0,-1.0718
46.415,NaN,NaN,NaN,NaN,NaN,NaN,129.688,809.27,88.439,0.3685,0,-1.0681
46.42,NaN,NaN,NaN,NaN,NaN,NaN,127.759,797.137,83.8372,0.3676,0,-1.0644
46.425,NaN,NaN,NaN,NaN,NaN,NaN,125.629,784.834,79.2036,0.3666,0,-1.0608
46.43,NaN,NaN,NaN,NaN,NaN,NaN,123.484,772.069,74.5692,0.3657,0,-1.0572
