time,RForceX,RForceY_Vertical,RForceZ,RCOPX,RCOPY_Vertical,RCOPZ,LForceX,LForceY_Vertical,LForceZ,LCOPX,LCOPY_Vertical,LCOPZ
40,NaN,NaN,NaN,NaN,NaN,NaN,101.817,588.06,39.131,0.441,0,-1.0408
40.005,NaN,NaN,NaN,NaN,NaN,NaN,100.263,584.836,37.4995,0.4407,0,-1.0365
40.01,NaN,NaN,NaN,NaN,NaN,NaN,98.821,581.987,35.9288,0.4405,0,-1.0322
40.015,NaN,NaN,NaN,NaN,NaN,NaN,97.5633,579.562,34.3403,0.4402,0,-1.0278
40.02,NaN,NaN,NaN,NaN,NaN,NaN,96.5535,577.589,32.6647,0.4401,0,-1.0233
40.025,NaN,NaN,NaN,NaN,NaN,NaN,95.8223,576.071,30.8628,0.4399,0,-1.0186
40.03,NaN,NaN,NaN,NaN,NaN,NaN,95.3491,574.999,28.9365,0.4399,0,-1.0137
40.035,NaN,NaN,NaN,NaN,NaN,NaN,95.0613,574.36,26.9252,0.4398,0,-1.0087
40.04,NaN,NaN,NaN,NaN,NaN,NaN,94.8571,574.153,24.8945,0.4398,0,-1.0036
40.045,NaN,NaN,NaN,NaN,NaN,NaN,94.6447,574.405,22.916,0.4398,0,-0.9985
40.05,NaN,NaN,NaN,NaN,NaN,NaN,94.3805,575.168,21.0431,0.4399,0,-0.9934
40.055,NaN,NaN,NaN,NaN,NaN,NaN,94.0912,576.518,19.2911,0.4399,0,-0.9883
40.06,NaN,NaN,NaN,NaN,NaN,NaN,93.8681,578.542,17.63,0.44,0,-0.9832
40.065,NaN,NaN,NaN,NaN,NaN,NaN,93.8338,581.325,15.9939,0.44,0,-0.9781
40.07,NaN,NaN,NaN,NaN,NaN,NaN,94.0904,584.933,14.3036,0.4401,0,-0.9728
40.075,NaN,NaN,NaN,NaN,NaN,NaN,94.6714,589.404,12.4941,0.4403,0,-0.9674
40.08,NaN,NaN,NaN,NaN,NaN,NaN,95.5212,594.744,10.5369,0.4404,0,-0.962
40.085,NaN,NaN,NaN,NaN,NaN,NaN,96.5154,600.926,8.4472,0.4406,0,-0.9564
40.09,NaN,NaN,NaN,NaN,NaN,NaN,97.5108,607.906,6.2703,0.4408,0,-0.9509
40.095,NaN,NaN,NaN,NaN,NaN,NaN,98.3996,615.623,4.0514,0.441,0,-0.9455
40.1,NaN,NaN,NaN,NaN,NaN,NaN,99.1398,624.006,1.8055,0.4412,0,-0.9401
40.105,NaN,NaN,NaN,NaN,NaN,NaN,99.7593,632.98,-0.4962,0.4413,0,-0.9348
40.11,NaN,NaN,NaN,NaN,NaN,NaN,100.337,642.487,-2.9152,0.4414,0,-0.9295
40.115,NaN,NaN,NaN,NaN,NaN,NaN,100.974,652.491,-5.5214,0.4415,0,-0.9241
40.12,NaN,NaN,NaN,NaN,NaN,NaN,101.766,662.985,-8.3712,0.4416,0,-0.9187
40.125,NaN,NaN,NaN,NaN,NaN,NaN,102.775,673.989,-11.4991,0.4416,0,-0.9132
40.13,NaN,NaN,NaN,NaN,NaN,NaN,104.019,685.531,-14.9234,0.4417,0,-0.9076
40.135,NaN,NaN,NaN,NaN,NaN,NaN,105.468,697.637,-18.6553,0.4418,0,-0.902
40.14,NaN,NaN,NaN,NaN,NaN,NaN,107.049,710.308,-22.7014,0.4419,0,-0.8963
40.145,NaN,NaN,NaN,NaN,NaN,NaN,108.666,723.5,-27.0579,0.442,0,-0.8905
40.15,NaN,NaN,NaN,NaN,NaN,NaN,110.216,737.116,-31.7036,0.4421,0,-0.8847
40.155,NaN,NaN,NaN,NaN,NaN,NaN,111.619,751.015,-36.5968,0.4423,0,-0.8789
40.16,NaN,NaN,NaN,NaN,NaN,NaN,112.827,765.036,-41.6784,0.4424,0,-0.8731
40.165,NaN,NaN,NaN,NaN,NaN,NaN,113.844,779.018,-46.8808,0.4427,0,-0.8673
40.17,NaN,NaN,NaN,NaN,NaN,NaN,114.712,792.825,-52.1369,0.4429,0,-0.8615
40.175,NaN,NaN,NaN,NaN,NaN,NaN,115.484,806.347,-57.3883,0.4432,0,-0.8558
40.18,NaN,NaN,NaN,NaN,NaN,NaN,116.194,819.493,-62.5897,0.4436,0,-0.8502
40.185,NaN,NaN,NaN,NaN,NaN,NaN,116.822,832.166,-67.7111,0.444,0,-0.8447
40.19,NaN,NaN,NaN,NaN,NaN,NaN,117.29,844.238,-72.737,0.4445,0,-0.8394
40.195,NaN,NaN,NaN,NaN,NaN,NaN,117.483,855.522,-77.6665,0.4449,0,-0.8341
40.2,NaN,NaN,NaN,NaN,NaN,NaN,117.312,865.783,-82.5127,0.4453,0,-0.829
40.205,NaN,NaN,NaN,NaN,NaN,NaN,116.765,874.743,-87.3056,0.4456,0,-0.8239
40.21,NaN,NaN,NaN,NaN,NaN,NaN,115.948,882.12,-92.0978,0.4459,0,-0.819
40.215,NaN,NaN,NaN,NaN,NaN,NaN,115.078,887.652,-96.9691,0.4463,0,-0.814
40.22,NaN,NaN,NaN,NaN,NaN,NaN,114.423,891.115,-102.023,0.4467,0,-0.809
40.225,NaN,NaN,NaN,NaN,NaN,NaN,114.212,892.314,-107.367,0.4471,0,-0.8039
40.23,NaN,NaN,NaN,NaN,NaN,NaN,114.53,891.054,-113.072,0.4477,0,-0.7986
40.235,NaN,NaN,NaN,NaN,NaN,NaN,115.252,887.108,-119.13,0.4482,0,-0.7932
40.24,NaN,NaN,NaN,NaN,NaN,NaN,116.021,880.215,-125.417,0.4489,0,-0.7876
40.245,NaN,NaN,NaN,NaN,NaN,NaN,116.324,870.105,-131.698,0.4494,0,-0.782
40.25,NaN,NaN,NaN,NaN,NaN,NaN,115.609,856.559,-137.683,0.45,0,-0.7764
40.255,NaN,NaN,NaN,NaN,NaN,NaN,113.453,839.474,-143.118,0.4504,0,-0.7709
40.26,NaN,NaN,NaN,NaN,NaN,NaN,109.696,818.88,-147.886,0.4509,0,-0.7655
40.265,NaN,NaN,NaN,NaN,NaN,NaN,104.519,794.903,-152.053,0.4512,0,-0.7602
40.27,NaN,NaN,NaN,NaN,NaN,NaN,98.4033,767.668,-155.817,0.4517,0,-0.7549
40.275,NaN,NaN,NaN,NaN,NaN,NaN,91.9899,737.181,-159.391,0.4522,0,-0.7495
40.28,NaN,NaN,NaN,NaN,NaN,NaN,85.8559,703.239,-162.834,0.4529,0,-0.7439
40.285,NaN,NaN,NaN,NaN,NaN,NaN,80.3134,665.413,-165.911,0.4537,0,-0.7379
40.29,NaN,NaN,NaN,NaN,NaN,NaN,75.3233,623.14,-168.021,0.4547,0,-0.7316
40.295,NaN,NaN,NaN,NaN,NaN,NaN,70.5839,575.919,-168.223,0.4556,0,-0.7249
40.3,NaN,NaN,NaN,NaN,NaN,NaN,65.7551,523.575,-165.376,0.4566,0,-0.718
40.305,NaN,NaN,NaN,NaN,NaN,NaN,60.693,466.521,-158.386,0.4575,0,-0.7111
40.31,NaN,NaN,NaN,NaN,NaN,NaN,55.5617,405.944,-146.526,0.4583,0,-0.7042
40.315,NaN,NaN,NaN,NaN,NaN,NaN,50.7681,343.817,-129.721,0.459,0,-0.6977
40.32,NaN,NaN,NaN,NaN,NaN,NaN,46.7753,282.728,-108.714,0.4598,0,-0.6919
40.325,NaN,NaN,NaN,NaN,NaN,NaN,43.9056,225.509,-85.0161,0.4606,0,-0.6875
40.33,NaN,NaN,NaN,NaN,NaN,NaN,42.2259,174.757,-60.6591,0.4617,0,-0.6854
40.335,NaN,NaN,NaN,NaN,NaN,NaN,41.5438,132.363,-37.8239,0.4631,0,-0.6874
40.34,NaN,NaN,NaN,NaN,NaN,NaN,41.4924,99.1767,-18.4269,0.4647,0,-0.696
40.345,NaN,NaN,NaN,NaN,NaN,NaN,41.6579,74.9104,-3.7639,0.4665,0,-0.7128
40.35,NaN,NaN,NaN,NaN,NaN,NaN,41.7017,58.2962,5.7092,0.4682,0,-0.7366
40.355,NaN,NaN,NaN,NaN,NaN,NaN,41.4325,47.4369,10.3915,0.47,0,-0.7612
40.36,NaN,NaN,NaN,NaN,NaN,NaN,40.8052,40.2461,11.3379,0.4722,0,-0.7782
40.365,NaN,NaN,NaN,NaN,NaN,NaN,39.8611,34.8578,9.915,0.4756,0,-0.7819
40.37,NaN,NaN,NaN,NaN,NaN,NaN,38.6608,29.9167,7.4455,0.4813,0,-0.7705
40.375,NaN,NaN,NaN,NaN,NaN,NaN,37.256,24.7049,4.9541,0.4904,0,-0.7429
40.38,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.385,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.39,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.395,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.4,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.405,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.41,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.415,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.42,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.425,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.43,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.435,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.44,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.445,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.45,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.455,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.46,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.465,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.47,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.475,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.48,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.485,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.49,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.495,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.5,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.505,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.51,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.515,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.52,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.525,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.53,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.535,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.54,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.545,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.55,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.555,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.56,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.565,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.57,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.575,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.58,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.585,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.59,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.595,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.6,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.605,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.61,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.615,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.62,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.625,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.63,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.635,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.64,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.645,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.65,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.655,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.66,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.665,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.67,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.675,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.68,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.685,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.69,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.695,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.7,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.705,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.71,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.715,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.72,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.725,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.73,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.735,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.74,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.745,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.75,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.755,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.76,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.765,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.77,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
40.775,NaN,NaN,NaN,NaN,NaN,NaN,27.1078,0,-1.8664,0.4802,0,-1.3326
40.78,NaN,NaN,NaN,NaN,NaN,NaN,27.1182,40.5451,-11.2173,0.4379,0,-1.2872
40.785,NaN,NaN,NaN,NaN,NaN,NaN,26.7838,69.053,-21.7092,0.4232,0,-1.2583
40.79,NaN,NaN,NaN,NaN,NaN,NaN,26.4576,100.957,-30.7276,0.4173,0,-1.2374
40.795,NaN,NaN,NaN,NaN,NaN,NaN,26.5474,133.106,-35.6548,0.4153,0,-1.2215
40.8,NaN,NaN,NaN,NaN,NaN,NaN,27.2608,163.119,-34.7181,0.4155,0,-1.2094
40.805,NaN,NaN,NaN,NaN,NaN,NaN,28.4234,190.386,-27.5181,0.4166,0,-1.2011
40.81,NaN,NaN,NaN,NaN,NaN,NaN,29.5213,216.436,-15.0076,0.4174,0,-1.1967
40.815,NaN,NaN,NaN,NaN,NaN,NaN,30.0088,244.457,1.0332,0.4171,0,-1.1965
40.82,NaN,NaN,NaN,NaN,NaN,NaN,29.7581,278.078,18.7243,0.415,0,-1.1998
40.825,NaN,NaN,NaN,NaN,NaN,NaN,29.3974,319.85,36.6372,0.4114,0,-1.205
40.83,NaN,NaN,NaN,NaN,NaN,NaN,30.2879,369.978,53.9299,0.4071,0,-1.2106
40.835,NaN,NaN,NaN,NaN,NaN,NaN,34.0416,425.777,70.1012,0.4031,0,-1.215
40.84,NaN,NaN,NaN,NaN,NaN,NaN,41.7398,482.087,84.6326,0.3998,0,-1.2177
40.845,NaN,NaN,NaN,NaN,NaN,NaN,53.236,532.546,96.8138,0.3974,0,-1.2185
40.85,NaN,NaN,NaN,NaN,NaN,NaN,66.9708,571.337,105.877,0.3958,0,-1.2178
40.855,NaN,NaN,NaN,NaN,NaN,NaN,80.5087,594.863,111.33,0.3948,0,-1.2157
40.86,NaN,NaN,NaN,NaN,NaN,NaN,91.5894,602.818,113.258,0.394,0,-1.2126
40.865,NaN,NaN,NaN,NaN,NaN,NaN,99.1366,598.297,112.418,0.3932,0,-1.2086
40.87,NaN,NaN,NaN,NaN,NaN,NaN,103.648,586.947,110.069,0.3923,0,-1.2041
40.875,NaN,NaN,NaN,NaN,NaN,NaN,106.755,575.437,107.62,0.3912,0,-1.1992
40.88,NaN,NaN,NaN,NaN,NaN,NaN,110.256,569.808,106.246,0.39,0,-1.1942
40.885,NaN,NaN,NaN,NaN,NaN,NaN,115.215,574.187,106.597,0.3888,0,-1.1894
40.89,NaN,NaN,NaN,NaN,NaN,NaN,121.634,590.177,108.727,0.3876,0,-1.1849
40.895,NaN,NaN,NaN,NaN,NaN,NaN,128.755,616.961,112.19,0.3866,0,-1.1808
40.9,NaN,NaN,NaN,NaN,NaN,NaN,135.677,651.942,116.26,0.3858,0,-1.1769
40.905,NaN,NaN,NaN,NaN,NaN,NaN,141.814,691.636,120.159,0.3853,0,-1.173
40.91,NaN,NaN,NaN,NaN,NaN,NaN,146.967,732.528,123.255,0.385,0,-1.1689
40.915,NaN,NaN,NaN,NaN,NaN,NaN,151.076,771.68,125.171,0.385,0,-1.1646
40.92,NaN,NaN,NaN,NaN,NaN,NaN,153.984,807.007,125.807,0.3851,0,-1.1601
40.925,NaN,NaN,NaN,NaN,NaN,NaN,155.433,837.255,125.27,0.3853,0,-1.1553
40.93,NaN,NaN,NaN,NaN,NaN,NaN,155.283,861.805,123.783,0.3854,0,-1.1503
40.935,NaN,NaN,NaN,NaN,NaN,NaN,153.737,880.436,121.604,0.3854,0,-1.1451
40.94,NaN,NaN,NaN,NaN,NaN,NaN,151.353,893.158,118.971,0.3853,0,-1.14
40.945,NaN,NaN,NaN,NaN,NaN,NaN,148.809,900.151,116.077,0.3852,0,-1.1349
40.95,NaN,NaN,NaN,NaN,NaN,NaN,146.599,901.793,113.064,0.3851,0,-1.1299
40.955,NaN,NaN,NaN,NaN,NaN,NaN,144.878,898.702,110.027,0.3849,0,-1.125
40.96,NaN,NaN,NaN,NaN,NaN,NaN,143.545,891.758,107.018,0.3847,0,-1.1203
40.965,NaN,NaN,NaN,NaN,NaN,NaN,142.45,882.028,104.051,0.3844,0,-1.1157
40.97,NaN,NaN,NaN,NaN,NaN,NaN,141.53,870.628,101.109,0.3841,0,-1.1114
40.975,NaN,NaN,NaN,NaN,NaN,NaN,140.792,858.546,98.1515,0.3837,0,-1.1072
40.98,NaN,NaN,NaN,NaN,NaN,NaN,140.181,846.489,95.1273,0.3833,0,-1.1032
40.985,NaN,NaN,NaN,NaN,NaN,NaN,139.499,834.82,91.9896,0.3829,0,-1.0992
40.99,NaN,NaN,NaN,NaN,NaN,NaN,138.467,823.576,88.706,0.3824,0,-1.0952
40.995,NaN,NaN,NaN,NaN,NaN,NaN,136.895,812.567,85.2662,0.382,0,-1.0912
41,NaN,NaN,NaN,NaN,NaN,NaN,134.81,801.492,81.687,0.3815,0,-1.087
41.005,NaN,NaN,NaN,NaN,NaN,NaN,132.445,790.063,78.016,0.381,0,-1.0827
41.01,NaN,NaN,NaN,NaN,NaN,NaN,130.084,778.079,74.3288,0.3805,0,-1.0782
41.015,NaN,NaN,NaN,NaN,NaN,NaN,127.877,765.461,70.7149,0.3801,0,-1.0737
41.02,NaN,NaN,NaN,NaN,NaN,NaN,125.784,752.222,67.2518,0.3797,0,-1.0692
41.025,NaN,NaN,NaN,NaN,NaN,NaN,123.659,738.43,63.9796,0.3792,0,-1.0648
41.03,NaN,NaN,NaN,NaN,NaN,NaN,121.416,724.164,60.892,0.3788,0,-1.0605
41.035,NaN,NaN,NaN,NaN,NaN,NaN,119.119,709.509,57.9485,0.3783,0,-1.0564
41.04,NaN,NaN,NaN,NaN,NaN,NaN,116.933,694.574,55.0991,0.3778,0,-1.0523
41.045,NaN,NaN,NaN,NaN,NaN,NaN,114.988,679.519,52.3105,0.3775,0,-1.0483
41.05,NaN,NaN,NaN,NaN,NaN,NaN,113.262,664.586,49.5848,0.3772,0,-1.0443
41.055,NaN,NaN,NaN,NaN,NaN,NaN,111.599,650.085,46.9644,0.377,0,-1.0402
41.06,NaN,NaN,NaN,NaN,NaN,NaN,109.82,636.348,44.5147,0.3768,0,-1.0361
41.065,NaN,NaN,NaN,NaN,NaN,NaN,107.855,623.66,42.284,0.3767,0,-1.0321
41.07,NaN,NaN,NaN,NaN,NaN,NaN,105.788,612.2,40.2603,0.3766,0,-1.0281
41.075,NaN,NaN,NaN,NaN,NaN,NaN,103.799,602.033,38.3495,0.3766,0,-1.0242
41.08,NaN,NaN,NaN,NaN,NaN,NaN,102.041,593.16,36.3989,0.3766,0,-1.0201
41.085,NaN,NaN,NaN,NaN,NaN,NaN,100.543,585.579,34.2643,0.3768,0,-1.0158
41.09,NaN,NaN,NaN,NaN,NaN,NaN,99.1866,579.327,31.886,0.377,0,-1.0111
41.095,NaN,NaN,NaN,NaN,NaN,NaN,97.7786,574.475,29.3215,0.3773,0,-1.0061
41.1,NaN,NaN,NaN,NaN,NaN,NaN,96.177,571.076,26.7128,0.3775,0,-1.001
41.105,NaN,NaN,NaN,NaN,NaN,NaN,94.395,569.108,24.2099,0.3776,0,-0.9959
41.11,NaN,NaN,NaN,NaN,NaN,NaN,92.632,568.438,21.9031,0.3777,0,-0.9909
41.115,NaN,NaN,NaN,NaN,NaN,NaN,91.2084,568.835,19.8019,0.3778,0,-0.9861
41.12,NaN,NaN,NaN,NaN,NaN,NaN,90.436,570.04,17.8698,0.378,0,-0.9816
41.125,NaN,NaN,NaN,NaN,NaN,NaN,90.4806,571.844,16.0808,0.3782,0,-0.9772
41.13,NaN,NaN,NaN,NaN,NaN,NaN,91.2833,574.132,14.4515,0.3785,0,-0.973
41.135,NaN,NaN,NaN,NaN,NaN,NaN,92.579,576.896,13.0221,0.3788,0,-0.9691
41.14,NaN,NaN,NaN,NaN,NaN,NaN,94.0061,580.191,11.8038,0.3789,0,-0.9654
41.145,NaN,NaN,NaN,NaN,NaN,NaN,95.2586,584.095,10.7301,0.379,0,-0.9619
41.15,NaN,NaN,NaN,NaN,NaN,NaN,96.207,588.68,9.6463,0.379,0,-0.9584
41.155,NaN,NaN,NaN,NaN,NaN,NaN,96.9305,594.015,8.3468,0.3789,0,-0.9548
41.16,NaN,NaN,NaN,NaN,NaN,NaN,97.6531,600.173,6.6426,0.3787,0,-0.9507
41.165,NaN,NaN,NaN,NaN,NaN,NaN,98.6225,607.237,4.4271,0.3786,0,-0.9463
41.17,NaN,NaN,NaN,NaN,NaN,NaN,100.001,615.285,1.7128,0.3786,0,-0.9414
41.175,NaN,NaN,NaN,NaN,NaN,NaN,101.813,624.361,-1.3775,0.3786,0,-0.9361
41.18,NaN,NaN,NaN,NaN,NaN,NaN,103.965,634.447,-4.6603,0.3786,0,-0.9307
41.185,NaN,NaN,NaN,NaN,NaN,NaN,106.304,645.444,-7.9575,0.3786,0,-0.9252
41.19,NaN,NaN,NaN,NaN,NaN,NaN,108.672,657.174,-11.1504,0.3786,0,-0.9199
41.195,NaN,NaN,NaN,NaN,NaN,NaN,110.945,669.407,-14.1993,0.3787,0,-0.9149
41.2,NaN,NaN,NaN,NaN,NaN,NaN,113.039,681.893,-17.1282,0.3787,0,-0.91
41.205,NaN,NaN,NaN,NaN,NaN,NaN,114.912,694.401,-19.9921,0.3787,0,-0.9053
41.21,NaN,NaN,NaN,NaN,NaN,NaN,116.564,706.745,-22.8495,0.3787,0,-0.9009
41.215,NaN,NaN,NaN,NaN,NaN,NaN,118.052,718.791,-25.7521,0.3788,0,-0.8965
41.22,NaN,NaN,NaN,NaN,NaN,NaN,119.485,730.452,-28.7483,0.3788,0,-0.8923
41.225,NaN,NaN,NaN,NaN,NaN,NaN,121.012,741.67,-31.8902,0.3789,0,-0.8881
41.23,NaN,NaN,NaN,NaN,NaN,NaN,122.761,752.415,-35.2312,0.379,0,-0.8837
41.235,NaN,NaN,NaN,NaN,NaN,NaN,124.778,762.677,-38.8149,0.3791,0,-0.8792
41.24,NaN,NaN,NaN,NaN,NaN,NaN,126.976,772.473,-42.6579,0.3792,0,-0.8745
41.245,NaN,NaN,NaN,NaN,NaN,NaN,129.138,781.832,-46.7377,0.3793,0,-0.8697
41.25,NaN,NaN,NaN,NaN,NaN,NaN,130.984,790.772,-50.9941,0.3795,0,-0.8646
41.255,NaN,NaN,NaN,NaN,NaN,NaN,132.268,799.275,-55.3486,0.3796,0,-0.8596
41.26,NaN,NaN,NaN,NaN,NaN,NaN,132.871,807.267,-59.7344,0.3797,0,-0.8544
41.265,NaN,NaN,NaN,NaN,NaN,NaN,132.852,814.621,-64.1173,0.3798,0,-0.8493
41.27,NaN,NaN,NaN,NaN,NaN,NaN,132.42,821.179,-68.4982,0.38,0,-0.8442
41.275,NaN,NaN,NaN,NaN,NaN,NaN,131.867,826.784,-72.8971,0.3803,0,-0.8391
41.28,NaN,NaN,NaN,NaN,NaN,NaN,131.465,831.295,-77.3351,0.3806,0,-0.8339
41.285,NaN,NaN,NaN,NaN,NaN,NaN,131.392,834.593,-81.8267,0.3809,0,-0.8288
41.29,NaN,NaN,NaN,NaN,NaN,NaN,131.696,836.562,-86.3854,0.3813,0,-0.8236
41.295,NaN,NaN,NaN,NaN,NaN,NaN,132.315,837.065,-91.0328,0.3817,0,-0.8185
41.3,NaN,NaN,NaN,NaN,NaN,NaN,133.105,835.916,-95.799,0.3822,0,-0.8133
41.305,NaN,NaN,NaN,NaN,NaN,NaN,133.883,832.865,-100.702,0.3826,0,-0.8082
41.31,NaN,NaN,NaN,NaN,NaN,NaN,134.453,827.606,-105.715,0.3831,0,-0.803
41.315,NaN,NaN,NaN,NaN,NaN,NaN,134.627,819.813,-110.735,0.3836,0,-0.7978
41.32,NaN,NaN,NaN,NaN,NaN,NaN,134.255,809.202,-115.599,0.3841,0,-0.7925
41.325,NaN,NaN,NaN,NaN,NaN,NaN,133.247,795.599,-120.127,0.3847,0,-0.7873
41.33,NaN,NaN,NaN,NaN,NaN,NaN,131.591,778.973,-124.198,0.3854,0,-0.7821
41.335,NaN,NaN,NaN,NaN,NaN,NaN,129.338,759.422,-127.788,0.3861,0,-0.777
41.34,NaN,NaN,NaN,NaN,NaN,NaN,126.566,737.109,-130.971,0.3869,0,-0.7718
41.345,NaN,NaN,NaN,NaN,NaN,NaN,123.318,712.146,-133.867,0.3879,0,-0.7664
41.35,NaN,NaN,NaN,NaN,NaN,NaN,119.541,684.481,-136.573,0.3888,0,-0.7609
41.355,NaN,NaN,NaN,NaN,NaN,NaN,115.069,653.808,-139.089,0.3899,0,-0.7552
41.36,NaN,NaN,NaN,NaN,NaN,NaN,109.66,619.571,-141.265,0.3909,0,-0.7493
41.365,NaN,NaN,NaN,NaN,NaN,NaN,103.107,581.051,-142.742,0.392,0,-0.7431
41.37,NaN,NaN,NaN,NaN,NaN,NaN,95.3578,537.569,-142.928,0.3931,0,-0.7368
41.375,NaN,NaN,NaN,NaN,NaN,NaN,86.6087,488.751,-141.016,0.3943,0,-0.7302
41.38,NaN,NaN,NaN,NaN,NaN,NaN,77.2898,434.818,-136.105,0.3955,0,-0.7235
