t,roll_deg,pitch_deg,yaw_deg,sensor_ang_vel_deg_s,derived_ang_vel_deg_s,phase_var
1783935391.2557352,-0.9730297404009546,-21.81715825164938,-177.95825875246985,55.016992764439706,,
1783935391.2751412,-1.1297208790778368,-21.22771769558579,-178.1488366004504,59.28055052361799,30.36431488264395,0.03145584297853077
1783935391.2851276,-1.3210008732588439,-20.59637671309958,-178.3711920151588,63.23382986427552,63.17030483088411,0.03375320316053043
1783935391.2951221,-1.5057229417304745,-19.93112924885052,-178.6079463641571,66.29289400860581,66.54543525613373,0.03632725507412449
1783935391.3051195,-1.626752620815573,-19.235945981428095,-178.82901982259162,70.01831140836255,69.53331328475579,0.03918561653267827
1783935391.3151193,-1.7285140545277113,-18.444641963573076,-179.01339445132822,80.50189363333425,79.12670419133097,0.042805145413305934
1783935391.3251474,-1.972729439443158,-17.50683926467963,-179.17916358436744,95.00257648656807,93.51503996908315,0.04765304911029833
1783935391.3351274,-2.3686461452959486,-16.498973514026048,-179.38212013997523,99.53118998177246,101.01064156342471,0.05340369972008285
1783935391.345122,-2.6627218201767633,-15.612891599922998,-179.61580937527205,82.73341205782579,88.64209021990791,0.05857085997194433
1783935391.355119,-2.8536372283077185,-15.122584552775486,-179.81456146893348,41.95818333556308,49.04361368594388,0.060602912730373104
1783935391.365119,-3.25286143076255,-15.0138275475422,-179.98035611930158,6.627089653061014,10.8757108952148,0.05934075362974023
1783935391.3751247,-3.7908419075568687,-15.121716613722393,179.95627322161906,-11.696885076301719,-10.783517820890571,0.0562369113248985
1783935391.3851182,-4.004174105753625,-15.24802791250635,-179.9553889350123,-10.459005496790702,-12.638072178786876,0.053086453399916134
1783935391.3951206,-3.702098929083846,-15.269509642017669,-179.7533154080121,1.3836724219441712,-2.1478165438913335,0.05092864481006931
1783935391.4051178,-3.1169353002071607,-15.144427215776776,-179.55542544491766,15.298081825623433,12.510640770522938,0.050066422750975725
1783935391.4151478,-2.5582509712259576,-14.894258855391108,-179.47466954832947,27.022957017143863,24.94252530757465,0.050297924238836944
1783935391.4251463,-2.122237955544271,-14.50859098738181,-179.5398350929232,40.11109869341111,38.572341404079225,0.05175331033900765
1783935391.4351184,-1.721816229567212,-14.002444007963431,-179.72678190021176,51.17284277124605,50.756330998958134,0.05438396710352278
1783935391.4451184,-1.2519111632108395,-13.416543035446805,-179.96547360187813,58.671748442138075,58.58875626145276,0.057907111868996775
1783935391.455117,-0.780584803235492,-12.79322062151706,179.8037320560266,62.172240882337114,62.34121882908142,0.06201702902249029
1783935391.465117,-0.4719787890847419,-12.168090326740966,179.6091850718112,62.05431083612768,62.513089094736884,0.06640495113341549
1783935391.475118,-0.4097435984548977,-11.583441014621888,179.43719506020537,57.45217718469728,58.46080552182084,0.0706120318580814
1783935391.485117,-0.5636490047615017,-11.074369629963986,179.29121728346857,49.639639472402024,50.90961457657612,0.07417029073730863
1783935391.4951162,-0.8685089516870295,-10.632568911382203,179.1874714481406,43.172915403976916,44.184327741492346,0.07709159813176669
1783935391.505118,-1.2641576648943214,-10.253332199270693,179.13017698085943,37.570558605206095,37.917379226606776,0.07936088340821856
1783935391.515115,-1.7245701579442556,-9.890059921126944,179.09533822604996,36.48448339509319,36.33852538295817,0.08155323949320614
1783935391.5251443,-2.207890643634124,-9.504915313144117,179.08767723098276,39.10309254551146,38.401882038720196,0.08418872103263708
1783935391.5351195,-2.621082591482619,-9.066417065876555,179.09196976979536,44.72650340239885,43.959915686871376,0.08780617223775333
1783935391.5451171,-2.8787768174228128,-8.557868148519026,179.10037227592392,52.14110746345998,50.86464190457509,0.09276089392993714
1783935391.5551167,-2.8742795387675226,-7.959760571795413,179.1073351928609,60.96885034304008,59.81509302532559,0.0995773839477554
1783935391.5651164,-2.576310520717712,-7.278492172769395,179.10985856935076,68.98227416410916,68.12690487348121,0.10844344573032116
1783935391.5751188,-2.013037386395921,-6.545598839553459,179.10557791621923,73.64504623499093,73.27368037473624,0.11908889373205522
1783935391.5851173,-1.261570010660629,-5.789951463889665,179.10675329646548,75.42144866451702,75.57381874043001,0.13116386760485865
1783935391.5951183,-0.4298336782042415,-5.043246804764549,179.12002837923652,74.50470750430708,74.665196647764,0.14407892139643785
1783935391.6051228,0.4310138219781208,-4.315341302643072,179.1365330866276,72.42704592105925,72.76980000405486,0.15756267541983726
1783935391.6151214,1.2801342913225102,-3.623727803004574,179.16777170255213,68.70744784247536,69.16306489885434,0.1710861105479966
1783935391.6251452,2.109907495619774,-2.96070489071801,179.217237840287,65.77197597117645,66.14465316688118,0.18465982829229677
1783935391.635118,2.9542732616664558,-2.3074825427722128,179.2746639027088,65.07367109081268,65.4956279135219,0.19861266942089328
1783935391.6451185,3.8372478045550973,-1.6665826834587871,179.32937100385627,63.25022231828355,64.08699114358656,0.21269556582851
1783935391.6551173,4.799266642097406,-1.0267041240219499,179.3949748167346,63.43828474689068,63.99554583814594,0.22701201301247065
1783935391.665117,5.80976360742793,-0.39527733368400153,179.4639096808853,61.74676790836951,63.1457502782866,0.24118574719380037
1783935391.675117,6.8063624798323525,0.21865893979893503,179.49833876262824,60.715907947507,61.390758555598396,0.2548395760975951
1783935391.6851158,7.82672115783467,0.828543785278843,179.49821004594068,60.53518114206846,60.99726844876267,0.268128131715733
1783935391.695116,8.856086602577752,1.4291086178731678,179.48830944955492,59.19345195132198,60.05367694861621,0.28081255853857534
1783935391.7051158,9.883252486526795,1.9993242302384824,179.48319366748143,55.994280136547225,57.02433475134805,0.2924516598120034
1783935391.715117,10.898829923487162,2.5495159249814097,179.48881352627131,53.757000447490775,55.012663917875436,0.3032577736364622
1783935391.725143,11.869781619624268,3.082783507474899,179.50453065021776,51.76479136094896,53.18984933349439,0.3133074998040547
1783935391.7351186,12.766312598806586,3.6007374638867695,179.52940494195585,49.793533879686166,51.92047108632795,0.32263504802198273
1783935391.7451205,13.577104709439928,4.101834325657203,179.56273540198984,48.01910537483022,50.10256672891309,0.33127675642544374
1783935391.7551184,14.313225800423522,4.603034945130498,179.60803922768022,47.48905878957513,50.12967123069803,0.33944604576268855
1783935391.7651172,14.962606335168866,5.124714311848486,179.65238869193487,49.58170239276739,52.17296202920244,0.3473216517664357
1783935391.7751155,15.450215431139782,5.6422789770661375,179.6459609106012,50.211678060674345,51.76515513117745,0.35465483777192564
1783935391.785116,15.784991893146325,6.154048405113286,179.6098977967383,50.294470198698654,51.17455141580329,0.36146627956450306
1783935391.7951162,15.969174560722601,6.67297050616148,179.5537093059799,51.860489141410014,51.889785292999,0.3678681876947977
1783935391.8051155,16.01004169774469,7.196051138313625,179.52243132542492,50.26130280008908,52.31185473910993,0.37385362557775115
1783935391.8151155,15.95682816891933,7.689685649492497,179.5120771911365,47.82780202146191,49.36349819458758,0.37930129826398995
1783935391.8251426,15.864479789941441,8.187115353909682,179.5121628668137,47.84496287175157,49.61054331127852,0.3844178268974301
1783935391.8351169,15.76685383297232,8.68054359164025,179.5297581699483,46.97712245090433,49.471435464604625,0.3891727454760693
1783935391.8451166,15.7249461747633,9.179439816528234,179.55722461316344,47.48959154433039,49.8896700672954,0.3936421336267477
1783935391.8551164,15.763297287147886,9.69071868434448,179.5889560276281,48.64027009870785,51.12793554102361,0.3978467795905496
1783935391.865116,15.864814814945296,10.224000015816546,179.6128511757487,51.13892063673318,53.3294554794386,0.4018101324852241
1783935391.8751166,15.991425550940725,10.779823463739397,179.62264710240913,53.46554261522799,55.5784225174416,0.4055349075790111
1783935391.8851278,16.158232392427543,11.354616659897367,179.60782489538488,56.20206815147735,57.42461000448172,0.409025438302939
1783935391.89512,16.36133785626342,11.957525783447108,179.56651304929775,59.463169291456616,60.32980600584919,0.41228839980731824
1783935391.9051194,16.586695902228662,12.580108177330635,179.50367212436967,61.54172562948573,62.26423674849781,0.4153349151803689
1783935391.9151177,16.851036385680192,13.19850702055698,179.43042040637576,61.25366923142961,61.8487908467375,0.41817436925902607
1783935391.925144,17.173507734428018,13.808078450462986,179.35394625193413,60.07252461825931,60.79630681363208,0.42083809858841703
1783935391.9351177,17.57348145462792,14.3761587572439,179.2927617340448,55.23177489307992,56.95746188541136,0.42333279751142283
1783935391.9451158,18.075049192171036,14.892213805393888,179.2628268483291,49.09212126325005,51.61416808173621,0.42571275075267623
1783935391.9551167,18.65346786700989,15.349469715056822,179.27843562029483,42.260381640295705,45.72236425220236,0.4279991555686464
1783935391.9651163,19.328889442724215,15.772717849725167,179.33256132460681,37.88243870308722,42.32788135984688,0.4301935670450293
1783935391.9751189,20.052563719920645,16.178539482435955,179.38399601765988,37.04693581286541,40.570594621985215,0.4322956798845654
1783935391.9851167,20.76109430933302,16.556922094222042,179.42747294172403,33.19454861153272,37.84551573017364,0.43432254890390254
1783935391.9951167,21.434290572206248,16.903343294581965,179.4213202588537,31.565022569918586,34.64297902709525,0.4362894351854423
1783935392.005116,22.074627114437327,17.196381833643468,179.38606528377153,27.99520200209662,29.306676757667447,0.4382302339443468
1783935392.0151162,22.729692141739804,17.467388938993487,179.3327562975883,26.645233895663818,27.09944417685082,0.44011494216715297
1783935392.0251434,23.393042226617947,17.66334179181297,179.27957037113003,18.73934628043471,19.54265347137567,0.4420258104244724
1783935392.035117,24.034384610486708,17.788556797896454,179.2526554859331,11.739993815248255,12.55443790490705,0.44396270367023394
1783935392.0451412,25.07879652855702,17.84765018017227,179.25669239397016,-2.1920789912331884,5.894867755624344,0.4459367307284784
