time_s,roll_deg,pitch_deg,yaw_deg,temp_c,bias_roll,bias_pitch,accel_norm_g,K_roll_angle,K_roll_bias,K_pitch_angle,K_pitch_bias,P_roll_00,P_roll_11,P_pitch_00,P_pitch_11,gyro_pitch_dps,pitch_centered_deg,R_dynamic,gyro_pitch_filt,phase_var
8.7702,-5.0048,-3.0994,163.8147,30.5,-6.025757,1.493629,0.9888,0.015245,-0.002088,0.015245,-0.002088,0.067371,0.002112,0.067371,0.002112,-38.5807,0.4876,4.4192,-58.0087,0.7442
8.7802,-5.0647,-3.4925,163.3016,30.49,-6.008283,1.495421,0.9985,0.06535,-0.008939,0.06535,-0.00894,0.063178,0.00203,0.063178,0.00203,-39.0845,0.0945,0.9668,-57.4798,0.7489
8.7903,-4.9871,-3.8596,162.7812,30.49,-6.009421,1.494972,1.0121,0.013171,-0.0018,0.013172,-0.0018,0.062555,0.002014,0.062555,0.002015,-36.5007,-0.2726,4.7493,-56.7934,0.7533
8.8003,-4.8804,-4.2094,162.2437,30.49,-6.013319,1.493579,1.0188,0.008697,-0.001187,0.008697,-0.001187,0.06222,0.002005,0.06222,0.002005,-34.7819,-0.6224,7.1541,-56.0167,0.7577
8.8104,-4.7448,-4.5398,161.6815,30.49,-6.019184,1.491231,1.0205,0.007992,-0.00109,0.007992,-0.00109,0.06193,0.001996,0.06193,0.001996,-32.926,-0.9528,7.7489,-55.1455,0.7619
8.8204,-4.5633,-4.848,161.0987,30.49,-6.029192,1.486398,1.0134,0.011773,-0.001604,0.011773,-0.001604,0.061407,0.001983,0.061407,0.001983,-30.6484,-1.261,5.2159,-54.1567,0.766
8.8305,-4.3185,-5.1345,160.4996,30.49,-6.046788,1.477326,1.0063,0.022312,-0.003037,0.022312,-0.003037,0.060239,0.001958,0.060239,0.001958,-28.4731,-1.5475,2.6998,-53.0639,0.77
8.8406,-4.0461,-5.4007,159.8924,30.48,-6.067893,1.463859,1.0025,0.043874,-0.005966,0.043874,-0.005966,0.057791,0.001909,0.057791,0.001909,-26.4755,-1.8137,1.3172,-51.885,0.7739
8.8506,-3.9129,-5.7415,159.3013,30.48,-6.070951,1.459739,1.006,0.02208,-0.003,0.02208,-0.003,0.056708,0.001886,0.056708,0.001886,-33.8688,-2.1545,2.5683,-51.2589,0.7787
8.8607,-3.8091,-6.1107,158.727,30.49,-6.070719,1.458744,0.9829,0.008635,-0.001172,0.008635,-0.001172,0.05641,0.001877,0.05641,0.001877,-36.7132,-2.5237,6.5328,-50.8494,0.7837
8.8707,-3.7122,-6.4944,158.1714,30.48,-6.069325,1.457642,0.9786,0.006965,-0.000944,0.006965,-0.000944,0.056208,0.00187,0.056208,0.00187,-38.1533,-2.9074,8.0704,-50.5504,0.7889
8.8808,-3.6276,-6.8784,157.6439,30.49,-6.066031,1.45492,0.9835,0.008821,-0.001195,0.008821,-0.001195,0.055902,0.001861,0.055902,0.001861,-38.1814,-3.2914,6.3372,-50.2609,0.794
8.8908,-3.6185,-7.1771,157.1601,30.49,-6.051699,1.439871,0.9963,0.031097,-0.004209,0.031097,-0.004209,0.054349,0.00183,0.054349,0.00183,-29.701,-3.5901,1.7477,-49.4061,0.7986
8.9009,-3.6506,-7.3877,156.7324,30.49,-6.030321,1.413461,1.0023,0.041373,-0.005594,0.041373,-0.005594,0.052279,0.001789,0.052279,0.001789,-20.939,-3.8007,1.2636,-47.9974,0.8026
8.911,-3.6716,-7.5861,156.3718,30.49,-6.008792,1.386392,1.0026,0.037057,-0.005006,0.037057,-0.005006,0.050516,0.001754,0.050516,0.001754,-19.7239,-3.9991,1.3632,-46.5743,0.8067
8.921,-3.746,-7.693,156.0868,30.48,-5.978466,1.348007,1.0015,0.050077,-0.006759,0.050077,-0.006759,0.048153,0.001708,0.048153,0.001708,-10.6272,-4.106,0.9616,-44.6058,0.8104
8.9311,-3.8739,-7.7296,155.8844,30.49,-5.939861,1.301856,0.9991,0.060883,-0.00821,0.060883,-0.00821,0.04538,0.001655,0.045381,0.001655,-3.6451,-4.1426,0.7454,-42.2643,0.8139
8.9411,-3.8722,-7.8772,155.7509,30.49,-5.918595,1.271662,1.0019,0.039783,-0.00536,0.039783,-0.00536,0.04373,0.001622,0.04373,0.001622,-14.6713,-4.2902,1.0992,-40.7859,0.8181
8.9512,-3.7847,-8.1145,155.67,30.49,-5.90916,1.254161,1.0044,0.021423,-0.002884,0.021423,-0.002884,0.042947,0.001606,0.042948,0.001606,-23.5899,-4.5275,2.0047,-39.9827,0.8226
8.9612,-3.7447,-8.2121,155.633,30.49,-5.893676,1.218834,0.9982,0.038981,-0.005244,0.038981,-0.005244,0.041422,0.001576,0.041422,0.001576,-9.7058,-4.6251,1.0626,-38.2799,0.8268
8.9713,-3.6289,-8.4697,155.6343,30.49,-5.888603,1.205497,0.9927,0.013499,-0.001814,0.013499,-0.001814,0.041011,0.001566,0.041011,0.001566,-25.6117,-4.8827,3.0381,-37.7366,0.8313
8.9814,-3.5004,-8.7473,155.6711,30.49,-5.885568,1.195509,0.9886,0.009074,-0.001219,0.009074,-0.001219,0.040787,0.00156,0.040788,0.00156,-27.6022,-5.1603,4.495,-37.3521,0.8359
8.9914,-3.3617,-9.0268,155.7428,30.5,-5.884083,1.187116,0.9851,0.007054,-0.000947,0.007054,-0.000947,0.040647,0.001555,0.040647,0.001555,-27.7959,-5.4398,5.7625,-36.9967,0.8403
9.0015,-3.2101,-9.306,155.8596,30.49,-5.883601,1.181183,0.9774,0.004768,-0.000639,0.004768,-0.000639,0.040601,0.001552,0.040601,0.001552,-27.7591,-5.719,8.5147,-36.6535,0.8446
9.0115,-3.0406,-9.5417,155.9942,30.49,-5.885875,1.171817,0.9854,0.007174,-0.000961,0.007174,-0.000961,0.040457,0.001547,0.040457,0.001547,-23.4356,-5.9547,5.6395,-36.0324,0.8489
9.0216,-2.8401,-9.7042,156.1049,30.49,-5.893573,1.155049,0.9919,0.012009,-0.001608,0.012009,-0.001608,0.040117,0.001538,0.040117,0.001538,-16.1518,-6.1172,3.3407,-34.9488,0.8533
9.0317,-2.3277,-9.2337,156.1656,30.49,-5.943823,1.056328,1.0004,0.066449,-0.00889,0.06645,-0.00889,0.037588,0.001491,0.037588,0.001491,46.7654,-5.6467,0.5657,-29.6718,0.8598
9.0417,-2.09,-9.2669,156.1686,30.49,-5.957423,1.028145,0.996,0.019767,-0.002643,0.019767,-0.002643,0.036982,0.001478,0.036982,0.001478,-3.3035,-5.6799,1.8709,-28.0532,0.8646
9.0518,-1.9263,-9.4391,156.1133,30.49,-5.960586,1.02047,0.9827,0.005595,-0.000747,0.005595,-0.000747,0.036913,0.001475,0.036913,0.001475,-17.1101,-5.8521,6.598,-27.4508,0.8687
9.0618,-1.7722,-9.6143,156.0048,30.49,-5.962397,1.014248,0.9786,0.004564,-0.000609,0.004564,-0.000609,0.036881,0.001472,0.036881,0.001472,-17.4235,-6.0273,8.0806,-26.8997,0.8727
9.0719,-1.6133,-9.7422,155.853,30.48,-5.96445,1.002599,0.9889,0.008343,-0.001113,0.008343,-0.001113,0.03671,0.001467,0.03671,0.001467,-12.7114,-6.1552,4.3999,-26.0581,0.8769
9.0819,-1.4537,-9.768,155.6766,30.49,-5.966061,0.978859,1.0046,0.017347,-0.002312,0.017347,-0.002312,0.036208,0.001456,0.036208,0.001456,-2.5725,-6.181,2.0873,-24.5752,0.8818
9.092,-1.3076,-9.9039,155.4899,30.49,-5.965734,0.971162,1.0162,0.005806,-0.000773,0.005806,-0.000773,0.036132,0.001453,0.036132,0.001453,-13.5047,-6.3169,6.2232,-23.908,0.8857
9.1021,-1.1682,-10.0516,155.3086,30.49,-5.964908,0.966685,1.0275,0.003524,-0.000469,0.003524,-0.000469,0.03614,0.001451,0.03614,0.001451,-14.6882,-6.4646,10.2552,-23.3552,0.8894
9.1121,-1.0392,-10.187,155.1363,30.49,-5.963688,0.962864,1.0348,0.002817,-0.000375,0.002817,-0.000375,0.036173,0.001449,0.036173,0.001449,-13.4628,-6.6,12.8431,-22.7482,0.8931
9.1222,-0.9285,-10.2984,154.9792,30.48,-5.962202,0.958239,1.0325,0.003009,-0.0004,0.003009,-0.0004,0.036199,0.001448,0.036199,0.001448,-11.0751,-6.7114,12.0313,-22.0115,0.8969
9.1322,-0.8383,-10.3726,154.8652,30.49,-5.961197,0.952931,1.033,0.002966,-0.000394,0.002966,-0.000394,0.036227,0.001446,0.036227,0.001446,-7.3814,-6.7856,12.2152,-21.064,0.9011
9.1423,-0.7616,-10.3943,154.8008,30.48,-5.961254,0.948096,1.0428,0.002309,-0.000306,0.002309,-0.000306,0.036278,0.001445,0.036278,0.001445,-2.1562,-6.8073,15.7122,-19.8138,0.9059
9.1523,-0.6934,-10.3316,154.7833,30.49,-5.962004,0.94416,1.0606,0.001663,-0.000221,0.001663,-0.000221,0.036353,0.001444,0.036353,0.001444,6.2323,-6.7446,21.855,-18.0638,0.9119
9.1624,-0.6237,-10.1685,154.7773,30.49,-5.963261,0.93994,1.0866,0.001667,-0.000221,0.001667,-0.000221,0.036427,0.001444,0.036427,0.001444,16.2651,-6.5815,21.855,-15.7299,0.9198
9.1724,-0.5454,-9.9075,154.7381,30.49,-5.964852,0.935595,1.1188,0.00167,-0.000221,0.00167,-0.000221,0.036502,0.001443,0.036502,0.001443,25.9424,-6.3205,21.855,-12.8677,0.9301
9.1825,-0.4562,-9.5543,154.6179,30.5,-5.966674,0.931285,1.1486,0.001674,-0.000222,0.001674,-0.000222,0.036576,0.001442,0.036576,0.001442,35.1289,-5.9673,21.855,-9.539,0.9438
9.1926,-0.355,-9.1127,154.3593,30.5,-5.968509,0.927066,1.1883,0.001677,-0.000222,0.001677,-0.000222,0.036651,0.001442,0.036651,0.001442,43.9006,-5.5257,21.855,-5.7974,0.9622
9.2026,-0.2359,-8.5744,153.9044,30.5,-5.970278,0.922998,1.2523,0.00168,-0.000222,0.00168,-0.000222,0.036725,0.001441,0.036725,0.001441,53.5299,-4.9874,21.855,-1.6078,0.9882
9.2127,-0.1045,-7.9389,153.2492,30.49,-5.971972,0.919142,1.33,0.001684,-0.000222,0.001684,-0.000222,0.036799,0.00144,0.036799,0.00144,63.1838,-4.3519,21.855,3.0068,0.0252
9.2227,0.041,-7.1978,152.4143,30.5,-5.973539,0.915328,1.3843,0.001687,-0.000223,0.001687,-0.000223,0.036873,0.00144,0.036873,0.00144,73.688,-3.6108,21.855,8.0803,0.0759
9.2328,0.2058,-6.3448,151.4277,30.5,-5.97486,0.911532,1.4009,0.001691,-0.000223,0.001691,-0.000223,0.036947,0.001439,0.036947,0.001439,84.8002,-2.7578,21.855,13.6282,0.1354
9.2428,0.3668,-5.3686,150.3371,30.51,-5.975886,0.908122,1.4312,0.001694,-0.000223,0.001694,-0.000223,0.037021,0.001438,0.037021,0.001438,97.0723,-1.7816,21.855,19.7025,0.1906
9.2529,0.5144,-4.2361,149.1923,30.51,-5.976574,0.905223,1.4552,0.001697,-0.000224,0.001697,-0.000224,0.037095,0.001437,0.037095,0.001437,112.5606,-0.6491,21.855,26.4911,0.2332
9.263,0.6322,-2.9409,148.0319,30.51,-5.97702,0.903033,1.4687,0.001701,-0.000224,0.001701,-0.000224,0.037168,0.001437,0.037168,0.001437,128.8052,0.6461,21.855,34.0057,0.2631
9.273,0.6872,-1.4894,146.8634,30.51,-5.977026,0.901734,1.4232,0.001704,-0.000224,0.001704,-0.000224,0.037241,0.001436,0.037241,0.001436,144.3126,2.0976,21.855,42.1563,0.2838
9.2831,0.6546,0.0762,145.6871,30.52,-5.976143,0.901783,1.3531,0.001707,-0.000224,0.001707,-0.000224,0.037314,0.001435,0.037315,0.001435,155.6858,3.6632,21.855,50.6285,0.2984
9.2931,0.521,1.6988,144.5464,30.51,-5.974211,0.90364,1.3008,0.001711,-0.000225,0.001711,-0.000225,0.037388,0.001435,0.037388,0.001435,161.3333,5.2858,21.855,59.0169,0.3089
9.3032,0.2853,3.2864,143.5274,30.5,-5.971168,0.907341,1.3113,0.001714,-0.000225,0.001714,-0.000225,0.037461,0.001434,0.037461,0.001434,157.8694,6.8734,21.855,66.7093,0.3168
9.3132,-0.0443,4.8022,142.7007,30.5,-5.967241,0.912186,1.4522,0.001717,-0.000225,0.001717,-0.000225,0.037533,0.001433,0.037533,0.001433,150.7307,8.3892,21.855,73.4933,0.3231
9.3233,-0.4302,6.2284,142.1162,30.5,-5.96294,0.917533,1.5336,0.001721,-0.000225,0.001721,-0.000225,0.037606,0.001432,0.037606,0.001432,141.8084,9.8154,21.855,79.2956,0.3284
9.3334,-0.8089,7.595,141.7527,30.51,-5.958597,0.923064,1.5146,0.001724,-0.000226,0.001724,-0.000226,0.037679,0.001432,0.037679,0.001432,135.8581,11.182,21.855,84.3682,0.333
9.3434,-1.1384,8.9138,141.6315,30.5,-5.954618,0.928494,1.4264,0.001727,-0.000226,0.001727,-0.000226,0.037751,0.001431,0.037751,0.001431,131.1442,12.5008,21.855,88.8325,0.3372
9.3535,-1.4109,10.199,141.7595,30.51,-5.951661,0.933391,1.3187,0.001731,-0.000226,0.001731,-0.000226,0.037824,0.00143,0.037824,0.00143,127.7299,13.786,21.855,92.808,0.341
9.3635,-1.6205,11.4454,142.1126,30.5,-5.949823,0.937679,1.1996,0.001734,-0.000227,0.001734,-0.000227,0.037896,0.001429,0.037896,0.001429,123.9119,15.0324,21.855,96.2929,0.3447
9.3736,-1.7851,12.6455,142.6392,30.51,-5.949275,0.941547,1.1047,0.001737,-0.000227,0.001737,-0.000227,0.037968,0.001429,0.037968,0.001429,119.3195,16.2325,21.855,99.2607,0.3481
9.3836,-1.935,13.7616,143.258,30.51,-5.949911,0.945322,1.0278,0.001741,-0.000227,0.001741,-0.000227,0.03804,0.001428,0.03804,0.001428,110.9825,17.3486,21.855,101.4857,0.3515
9.3937,-2.0957,14.7861,143.8926,30.51,-5.951095,0.94938,1.01,0.001744,-0.000227,0.001744,-0.000227,0.038111,0.001427,0.038111,0.001427,101.8691,18.3731,21.855,102.9549,0.3548
9.4038,-2.2718,15.7409,144.4655,30.51,-5.952688,0.95404,1.005,0.001747,-0.000228,0.001747,-0.000228,0.038183,0.001426,0.038183,0.001426,94.9359,19.3279,21.855,103.8558,0.358
9.4138,-2.4554,16.624,144.9153,30.51,-5.954679,0.95931,0.9843,0.00175,-0.000228,0.00175,-0.000228,0.038255,0.001426,0.038255,0.001426,87.818,20.211,21.855,104.2063,0.3612
9.4239,-2.6418,17.4264,145.2366,30.51,-5.956752,0.965047,0.9569,0.001754,-0.000228,0.001754,-0.000228,0.038326,0.001425,0.038326,0.001425,79.782,21.0134,21.855,103.974,0.3645
9.4339,-2.83,18.1373,145.4823,30.52,-5.958618,0.971004,0.9215,0.001757,-0.000228,0.001757,-0.000228,0.038397,0.001424,0.038397,0.001424,70.6709,21.7243,21.855,103.1177,0.3678
9.444,-3.0145,18.7423,145.7373,30.51,-5.960051,0.976988,0.8963,0.00176,-0.000229,0.00176,-0.000229,0.038468,0.001423,0.038468,0.001423,60.1621,22.3293,21.855,101.5767,0.3711
9.4541,-3.1892,19.2707,146.085,30.52,-5.960961,0.98301,0.8872,0.001763,-0.000229,0.001763,-0.000229,0.038539,0.001423,0.03854,0.001423,52.5135,22.8577,21.855,99.5812,0.3746
9.4641,-3.3434,19.7433,146.5783,30.52,-5.961575,0.98932,0.8725,0.001767,-0.000229,0.001767,-0.000229,0.03861,0.001422,0.03861,0.001422,46.9974,23.3303,21.855,97.3002,0.378
9.4742,-3.4702,20.1773,147.2327,30.5,-5.962143,0.996015,0.8541,0.00177,-0.000229,0.00177,-0.000229,0.038681,0.001421,0.038681,0.001421,43.1504,23.7643,21.855,94.8622,0.3815
9.4842,-3.5603,20.5755,148.038,30.5,-5.962933,1.002988,0.8389,0.001773,-0.00023,0.001773,-0.00023,0.038751,0.00142,0.038751,0.00142,39.5906,24.1625,21.855,92.2959,0.385
9.4943,-3.6136,20.9274,148.9049,30.49,-5.96416,1.010091,0.8119,0.001776,-0.00023,0.001776,-0.00023,0.038822,0.00142,0.038822,0.00142,34.9921,24.5144,21.855,89.5387,0.3885
9.5043,-3.632,21.2143,149.7451,30.5,-5.965926,1.017191,0.7929,0.00178,-0.00023,0.00178,-0.00023,0.038892,0.001419,0.038892,0.001419,28.5199,24.8013,21.855,86.4752,0.3922
9.5144,-3.6191,21.4222,150.4925,30.49,-5.968168,1.024269,0.7859,0.001783,-0.00023,0.001783,-0.00023,0.038962,0.001418,0.038962,0.001418,20.7113,25.0092,21.855,83.0324,0.3959
9.5244,-3.5804,21.5517,151.1234,30.49,-5.970911,1.03145,0.7824,0.001786,-0.000231,0.001786,-0.000231,0.039032,0.001417,0.039032,0.001417,12.8684,25.1387,21.855,79.2291,0.3999
9.5345,-3.5221,21.623,151.6555,30.49,-5.97418,1.03867,0.7978,0.001789,-0.000231,0.001789,-0.000231,0.039102,0.001416,0.039102,0.001416,7.0879,25.21,21.855,75.2248,0.404
9.5446,-3.4459,21.6544,152.132,30.49,-5.977943,1.04582,0.7981,0.001792,-0.000231,0.001792,-0.000231,0.039171,0.001416,0.039171,0.001416,3.1241,25.2414,21.855,71.1539,0.4082
9.5546,-3.3586,21.6431,152.5811,30.49,-5.982126,1.052826,0.8073,0.001796,-0.000231,0.001796,-0.000231,0.039241,0.001415,0.039241,0.001415,-1.1169,25.2301,21.855,67.0022,0.4125
9.5647,-3.2703,21.6015,153.004,30.49,-5.986417,1.059314,0.8288,0.001799,-0.000231,0.001799,-0.000231,0.03931,0.001414,0.03931,0.001414,-4.1454,25.1885,21.855,62.857,0.4168
9.5747,-3.1844,21.5481,153.3849,30.49,-5.990418,1.064965,0.8564,0.001802,-0.000232,0.001802,-0.000232,0.039379,0.001413,0.039379,0.001413,-5.306,25.1351,21.855,58.8451,0.4212
9.5848,-3.1034,21.4973,153.7157,30.49,-5.993887,1.06968,0.8828,0.001805,-0.000232,0.001805,-0.000232,0.039449,0.001413,0.039449,0.001413,-5.0523,25.0843,21.855,55.0559,0.4254
9.5948,-3.0298,21.4627,153.9932,30.49,-5.99682,1.073404,0.9047,0.001808,-0.000232,0.001808,-0.000232,0.039517,0.001412,0.039517,0.001412,-3.4346,25.0497,21.855,51.5705,0.4294
9.6049,-2.9624,21.4472,154.209,30.49,-5.999211,1.076175,0.9435,0.001811,-0.000232,0.001811,-0.000232,0.039586,0.001411,0.039586,0.001411,-1.5429,25.0342,21.855,48.3921,0.4332
9.615,-2.9,21.4688,154.3529,30.48,-6.00118,1.077802,0.9962,0.001814,-0.000233,0.001814,-0.000233,0.039655,0.00141,0.039655,0.00141,2.1479,25.0558,21.855,45.6266,0.4367
9.625,-2.8211,21.5312,154.4062,30.48,-6.002909,1.078015,1.0171,0.001818,-0.000233,0.001818,-0.000233,0.039723,0.001409,0.039723,0.001409,6.2069,25.1182,21.855,43.2776,0.4398
9.6351,-2.7119,21.61,154.3574,30.48,-6.004252,1.077238,1.0048,0.001821,-0.000233,0.001821,-0.000233,0.039792,0.001409,0.039792,0.001409,7.828,25.197,21.855,41.1588,0.4426
9.6451,-2.5833,21.6553,154.1825,30.47,-6.005051,1.075812,0.9754,0.001824,-0.000233,0.001824,-0.000233,0.03986,0.001408,0.03986,0.001408,4.5052,25.2423,21.855,38.9248,0.4456
9.6552,-2.4839,21.6141,153.8709,30.48,-6.005351,1.074532,0.9649,0.001827,-0.000234,0.001827,-0.000234,0.039928,0.001407,0.039928,0.001407,-4.0963,25.2011,21.855,36.226,0.449
9.6652,-2.4499,21.5117,153.4253,30.49,-6.005076,1.073899,1.0289,0.00183,-0.000234,0.00183,-0.000234,0.039996,0.001406,0.039996,0.001406,-10.1826,25.0987,21.855,33.2574,0.4528
9.6753,-2.484,21.4435,152.8772,30.49,-6.004194,1.073231,1.1094,0.001833,-0.000234,0.001833,-0.000234,0.040063,0.001405,0.040064,0.001405,-6.7762,25.0305,21.855,30.6749,0.4561
9.6854,-2.5622,21.435,152.3261,30.48,-6.002614,1.072011,1.1582,0.001836,-0.000234,0.001836,-0.000234,0.040131,0.001404,0.040131,0.001404,-0.8413,25.022,21.855,28.6293,0.4589
9.6954,-2.6547,21.4607,151.8408,30.48,-6.000747,1.070319,1.1532,0.001839,-0.000234,0.001839,-0.000234,0.040198,0.001404,0.040198,0.001404,2.5515,25.0477,21.855,26.9209,0.4613
9.7055,-2.732,21.51,151.4451,30.49,-5.99906,1.068565,1.1252,0.001842,-0.000235,0.001842,-0.000235,0.040266,0.001403,0.040266,0.001403,4.8979,25.097,21.855,25.4614,0.4634
9.7155,-2.7743,21.5913,151.158,30.48,-5.997867,1.066807,1.0956,0.001845,-0.000235,0.001845,-0.000235,0.040333,0.001402,0.040333,0.001402,8.0873,25.1783,21.855,24.2948,0.4651
9.7256,-2.775,21.7196,150.9789,30.49,-5.99723,1.064821,1.0942,0.001849,-0.000235,0.001849,-0.000235,0.0404,0.001401,0.0404,0.001401,12.755,25.3066,21.855,23.5055,0.4664
9.7356,-2.749,21.896,150.8882,30.48,-5.997115,1.062452,1.1158,0.001852,-0.000235,0.001852,-0.000235,0.040467,0.0014,0.040467,0.0014,17.5393,25.483,21.855,23.0816,0.4672
9.7457,-2.7171,22.1149,150.8537,30.49,-5.997332,1.059864,1.1379,0.001855,-0.000235,0.001855,-0.000235,0.040538,0.0014,0.040538,0.0014,21.7636,25.7019,21.855,22.9658,0.4676
9.7558,-2.6909,22.3453,150.8631,30.49,-5.997834,1.057454,1.1486,0.001858,-0.000236,0.001858,-0.000236,0.0406,0.001399,0.0406,0.001399,22.8946,25.9323,21.855,22.933,0.468
9.7658,-2.6613,22.6144,150.9263,30.49,-5.998663,1.055428,1.122,0.001861,-0.000236,0.001861,-0.000236,0.040666,0.001398,0.040666,0.001398,26.7488,26.2014,21.855,23.1625,0.468
9.7759,-2.6229,22.8981,151.0641,30.49,-5.999627,1.053875,1.0627,0.001864,-0.000236,0.001864,-0.000236,0.040732,0.001397,0.040732,0.001397,28.2072,26.4851,21.855,23.4787,0.4685
9.7859,-2.5781,23.1793,151.2773,30.49,-6.000364,1.053065,0.9819,0.001867,-0.000236,0.001867,-0.000236,0.040798,0.001396,0.040798,0.001396,27.9601,26.7663,21.855,23.7616,0.469
9.796,-2.5314,23.4467,151.5369,30.48,-6.000657,1.053046,0.9127,0.00187,-0.000236,0.00187,-0.000236,0.040864,0.001395,0.040864,0.001395,26.5922,27.0337,21.855,23.9374,0.4695
9.8061,-2.4883,23.6942,151.805,30.48,-6.000503,1.053774,0.858,0.001873,-0.000237,0.001873,-0.000237,0.04093,0.001394,0.04093,0.001394,24.6061,27.2812,21.855,23.9699,0.47
9.8161,-2.4472,23.9139,152.0495,30.48,-6.000207,1.055087,0.823,0.001876,-0.000237,0.001876,-0.000237,0.040995,0.001394,0.040995,0.001394,21.8416,27.5009,21.855,23.8142,0.4705
9.8262,-2.3983,24.1053,152.2465,30.49,-6.000135,1.056773,0.8039,0.001879,-0.000237,0.001879,-0.000237,0.041061,0.001393,0.041061,0.001393,19.0372,27.6923,21.855,23.4778,0.471
9.8362,-2.3329,24.2688,152.3995,30.49,-6.000451,1.058762,0.7977,0.001882,-0.000237,0.001882,-0.000237,0.041126,0.001392,0.041126,0.001392,16.2534,27.8558,21.855,22.9716,0.4715
9.8463,-2.2456,24.4064,152.5294,30.48,-6.001342,1.060914,0.805,0.001885,-0.000237,0.001885,-0.000237,0.041191,0.001391,0.041191,0.001391,13.6801,27.9934,21.855,22.319,0.472
9.8564,-2.1353,24.526,152.6534,30.48,-6.002586,1.063032,0.8258,0.001888,-0.000238,0.001888,-0.000238,0.041256,0.00139,0.041256,0.00139,11.8918,28.113,21.855,21.5809,0.4721
9.8664,-2.0055,24.6307,152.7777,30.49,-6.003792,1.064983,0.8417,0.001891,-0.000238,0.001891,-0.000238,0.041321,0.001389,0.041321,0.001389,10.3969,28.2177,21.855,20.7819,0.4732
9.8765,-1.8623,24.7112,152.9002,30.49,-6.004681,1.066865,0.8494,0.001894,-0.000238,0.001894,-0.000238,0.041385,0.001389,0.041385,0.001389,8.0105,28.2982,21.855,19.8652,0.4744
9.8865,-1.7134,24.754,153.0128,30.49,-6.005178,1.068865,0.8517,0.001897,-0.000238,0.001897,-0.000238,0.04145,0.001388,0.04145,0.001388,4.2581,28.341,21.855,18.7449,0.4759
9.8966,-1.5646,24.7534,153.1124,30.49,-6.00531,1.071125,0.8647,0.0019,-0.000238,0.0019,-0.000238,0.041514,0.001387,0.041514,0.001387,-0.0659,28.3404,21.855,17.3937,0.4776
9.9066,-1.4221,24.7138,153.1984,30.5,-6.005167,1.073605,0.8814,0.001902,-0.000239,0.001902,-0.000239,0.041578,0.001386,0.041578,0.001386,-3.9401,28.3008,21.855,15.8543,0.4795
9.9167,-1.2915,24.6453,153.2781,30.49,-6.005084,1.07618,0.9027,0.001905,-0.000239,0.001905,-0.000239,0.041642,0.001385,0.041642,0.001385,-6.8089,28.2323,21.855,14.2051,0.4816
9.9268,-1.172,24.5628,153.3558,30.48,-6.005297,1.078626,0.9237,0.001908,-0.000239,0.001908,-0.000239,0.041706,0.001384,0.041706,0.001384,-8.1969,28.1498,21.855,12.5521,0.4837
9.9368,-1.0566,24.4731,153.4228,30.48,-6.005816,1.080799,0.9508,0.001911,-0.000239,0.001911,-0.000239,0.041769,0.001383,0.041769,0.001383,-8.9155,28.0601,21.855,10.941,0.4857
9.9469,-0.9408,24.37,153.4595,30.49,-6.006551,1.082805,0.9707,0.001914,-0.000239,0.001914,-0.000239,0.041833,0.001382,0.041833,0.001382,-10.2607,27.957,21.855,9.3277,0.4878
9.9569,-0.8233,24.2353,153.4384,30.49,-6.007482,1.08476,0.9757,0.001917,-0.000239,0.001917,-0.000239,0.041896,0.001382,0.041896,0.001382,-13.3829,27.8223,21.855,7.5926,0.49
9.967,-0.7038,24.0737,153.3578,30.49,-6.008511,1.08671,0.959,0.00192,-0.00024,0.00192,-0.00024,0.041959,0.001381,0.041959,0.001381,-16.0703,27.6607,21.855,5.7719,0.4923
9.977,-0.5809,23.8897,153.223,30.49,-6.009292,1.08859,0.9167,0.001923,-0.00024,0.001923,-0.00024,0.042022,0.00138,0.042022,0.00138,-18.2966,27.4767,21.855,3.9015,0.4948
9.9871,-0.4503,23.6762,153.0547,30.49,-6.009839,1.090495,0.8875,0.001926,-0.00024,0.001926,-0.00024,0.042085,0.001379,0.042085,0.001379,-21.2256,27.2632,21.855,1.9371,0.4974
9.9972,-0.3216,23.4235,152.8687,30.48,-6.0104,1.09238,0.8661,0.001928,-0.00024,0.001929,-0.00024,0.042147,0.001378,0.042147,0.001378,-25.1234,27.0105,21.855,-0.1814,0.5002
